case,center,before,after,pred,pA,pB,pC_loss,loss_score
Cosmos2.5_0058,82,"76,78,80","84,86,88",A,0.9999754428863525,7.889130756666418e-06,1.670129131525755e-05,0.002064585669359076
Cosmos2.5_0058,86,"80,82,84","88,90,92",A,0.9999645948410034,7.889045264164452e-06,2.7535475965123624e-05,0.003147999859720585
Cosmos2.5_0060,6,"0,2,4","8,10,12",A,0.999995231628418,1.067698917722737e-06,3.7266354411258362e-06,0.00042604848999872047
Cosmos2.5_0060,10,"4,6,8","12,14,16",A,0.9999977350234985,5.04346530760813e-07,1.760342343004595e-06,0.00020125156083850015
Cosmos2.5_0060,14,"8,10,12","16,18,20",A,0.9999938011169434,1.3709505992665072e-06,4.785088094649836e-06,0.000547056339428309
Cosmos2.5_0060,18,"12,14,16","20,22,24",A,0.9999723434448242,6.144042345113121e-06,2.1444815502036363e-05,0.0024516836674592923
Cosmos2.5_0060,22,"16,18,20","24,26,28",A,0.9998551607131958,2.1442303477670066e-05,0.0001233919319929555,0.013411308373179054
Cosmos2.5_0060,26,"20,22,24","28,30,32",A,0.9999645948410034,7.889045264164452e-06,2.7535475965123624e-05,0.003147999859720585
Cosmos2.5_0060,30,"24,26,28","32,34,36",A,0.9999938011169434,1.3709505992665072e-06,4.785088094649836e-06,0.000547056339428309
Cosmos2.5_0060,34,"28,30,32","36,38,40",A,0.9999804496765137,2.902263759096968e-06,1.670137316978071e-05,0.0018152505049329193
Cosmos2.5_0060,38,"32,34,36","40,42,44",A,0.999887228012085,1.6699817933840677e-05,9.610081906430423e-05,0.010445072803122457
Cosmos2.5_0060,42,"36,38,40","44,46,48",A,0.9997511506080627,4.538863504421897e-05,0.00020341774506960064,0.022611206259171013
Cosmos2.5_0060,46,"40,42,44","48,50,52",A,0.999473512172699,9.60610486799851e-05,0.00043051576358266175,0.04785462879226543
Cosmos2.5_0060,50,"44,46,48","52,54,56",A,0.999473512172699,9.60610486799851e-05,0.00043051576358266175,0.04785462879226543
Cosmos2.5_0060,54,"48,50,52","56,58,60",A,0.9998140931129456,2.7531330488272943e-05,0.00015843185246922076,0.017219751771335723
Cosmos2.5_0060,58,"52,54,56","60,62,64",A,0.9996805191040039,5.8276036725146696e-05,0.0002611750678624958,0.029031308622506913
Cosmos2.5_0060,62,"56,58,60","64,66,68",A,0.9998551607131958,2.1442303477670066e-05,0.0001233919319929555,0.013411308373179054
Cosmos2.5_0060,66,"60,62,64","68,70,72",A,0.999908447265625,1.6700170817784965e-05,7.484498200938106e-05,0.008319506741827354
Cosmos2.5_0060,70,"64,66,68","72,74,76",A,0.9996639490127563,7.482668297598138e-05,0.0002611707313917577,0.029858407287974842
Cosmos2.5_0060,74,"68,70,72","76,78,80",A,0.997267484664917,0.00026054464979097247,0.002471979008987546,0.2602251333883032
Cosmos2.5_0060,78,"72,74,76","80,82,84",A,0.999473512172699,9.60610486799851e-05,0.00043051576358266175,0.04785462879226543
Cosmos2.5_0060,82,"76,78,80","84,86,88",A,0.9991672039031982,0.00012330702156759799,0.0007095829350873828,0.07712364458711818
Cosmos2.5_0060,86,"80,82,84","88,90,92",A,0.9979154467582703,0.0001581310061737895,0.0019264300353825092,0.2005495538469404
Cosmos2.5_0064,6,"0,2,4","8,10,12",C,0.05842828005552292,0.02759956754744053,0.9139721393585205,92.77719231322408
Cosmos2.5_0064,10,"4,6,8","12,14,16",C,0.004065397195518017,0.0011647557839751244,0.9947698712348938,99.53522491268814
Cosmos2.5_0064,14,"8,10,12","16,18,20",C,0.0009108134545385838,0.0002609523944556713,0.9988282322883606,99.89587084855884
Cosmos2.5_0064,18,"12,14,16","20,22,24",C,0.0015007905894890428,0.0002607982896734029,0.9982383251190186,99.83687242638553
Cosmos2.5_0064,22,"16,18,20","24,26,28",C,0.0015007905894890428,0.0002607982896734029,0.9982383251190186,99.83687242638553
Cosmos2.5_0064,26,"20,22,24","28,30,32",C,0.004069079179316759,0.0002601275045890361,0.9956707954406738,99.58008591929683
Cosmos2.5_0064,30,"24,26,28","32,34,36",C,0.006689175497740507,0.000549080956261605,0.9927616715431213,99.30362120212521
Cosmos2.5_0064,34,"28,30,32","36,38,40",C,0.006689175497740507,0.000549080956261605,0.9927616715431213,99.30362120212521
Cosmos2.5_0064,38,"32,34,36","40,42,44",C,0.006689175497740507,0.000549080956261605,0.9927616715431213,99.30362120212521
Cosmos2.5_0064,42,"36,38,40","44,46,48",C,0.008572784252464771,0.0005480397376231849,0.9908791184425354,99.1153138311347
Cosmos2.5_0064,46,"40,42,44","48,50,52",C,0.005218769423663616,0.00025982721126638353,0.9945213794708252,99.46512930764584
Cosmos2.5_0064,50,"44,46,48","52,54,56",C,0.008573823608458042,0.0004268655611667782,0.9909993410110474,99.12127737916308
Cosmos2.5_0064,54,"48,50,52","56,58,60",C,0.006689175497740507,0.000549080956261605,0.9927616715431213,99.30362120212521
Cosmos2.5_0064,58,"52,54,56","60,62,64",C,0.022921860218048096,0.0024159462191164494,0.9746622443199158,97.5870217429474
Cosmos2.5_0064,62,"56,58,60","64,66,68",C,0.017942534759640694,0.0024282580707222223,0.9796292185783386,98.08433476136997
Cosmos2.5_0064,66,"60,62,64","68,70,72",C,0.037018563598394394,0.00825995858758688,0.9547213912010193,95.88513704948127
Cosmos2.5_0064,70,"64,66,68","72,74,76",C,0.07487121224403381,0.013010665774345398,0.912118136882782,91.86234697699547
Cosmos2.5_0064,74,"68,70,72","76,78,80",C,0.09440075606107712,0.009949767030775547,0.8956494331359863,90.06243166513741
Cosmos2.5_0064,78,"72,74,76","80,82,84",C,0.05960197001695633,0.008066250011324883,0.9323317408561707,93.63648658618331
Cosmos2.5_0064,82,"76,78,80","84,86,88",C,0.01402934081852436,0.00243793404661119,0.9835327863693237,98.47517533926293
Cosmos2.5_0064,86,"80,82,84","88,90,92",C,0.05960197001695633,0.008066250011324883,0.9323317408561707,93.63648658618331
Cosmos3_seed101_0003,6,"0,2,4","8,10,12",A,0.9447877407073975,0.008174016140401363,0.04703821241855621,5.1125220488756895
Cosmos3_seed101_0003,10,"4,6,8","12,14,16",A,0.9626036882400513,0.008328153751790524,0.0290681142359972,3.323219111189246
Cosmos3_seed101_0003,14,"8,10,12","16,18,20",A,0.9240064024925232,0.01692376844584942,0.05906975269317627,6.753163691610098
Cosmos3_seed101_0003,18,"12,14,16","20,22,24",A,0.9850317239761353,0.004025599453598261,0.010942715220153332,1.2955514946952462
Cosmos3_seed101_0003,22,"16,18,20","24,26,28",A,0.9982789754867554,0.0005521324928849936,0.0011688644299283624,0.14449306763708591
Cosmos3_seed101_0003,26,"20,22,24","28,30,32",A,0.9976637363433838,0.0011681440519168973,0.0011681440519168973,0.1752216077875346
Cosmos3_seed101_0003,30,"24,26,28","32,34,36",A,0.9867032766342163,0.006648354697972536,0.006648354697972536,0.9972532046958804
Cosmos3_seed101_0003,34,"28,30,32","36,38,40",A,0.990752100944519,0.004048977512866259,0.005198989994823933,0.7223478751257062
Cosmos3_seed101_0003,38,"32,34,36","40,42,44",A,0.9806221723556519,0.010893729515373707,0.00848404411226511,1.3930908869951963
Cosmos3_seed101_0003,42,"36,38,40","44,46,48",A,0.9874217510223389,0.004035367164760828,0.008542872034013271,1.0560555616393685
Cosmos3_seed101_0003,46,"40,42,44","48,50,52",A,0.990752100944519,0.004048977512866259,0.005198989994823933,0.7223478751257062
Cosmos3_seed101_0003,50,"44,46,48","52,54,56",A,0.9881565570831299,0.005185369402170181,0.006658146157860756,0.9250830858945847
Cosmos3_seed101_0003,54,"48,50,52","56,58,60",A,0.9398043155670166,0.013405588455498219,0.04679010063409805,5.349289486184716
Cosmos3_seed101_0003,58,"52,54,56","60,62,64",A,0.9824659824371338,0.006619803607463837,0.010914212092757225,1.4224113896489143
Cosmos3_seed101_0003,62,"56,58,60","64,66,68",A,0.9973328113555908,0.0011677566217258573,0.0014994291123002768,0.20833074231632054
Cosmos3_seed101_0003,66,"60,62,64","68,70,72",A,0.9737407565116882,0.008424508385360241,0.017834683880209923,2.2046938072890043
Cosmos3_seed101_0003,70,"64,66,68","72,74,76",A,0.8437947034835815,0.04201006516814232,0.11419519782066345,13.520023040473461
Cosmos3_seed101_0003,74,"68,70,72","76,78,80",A,0.9824659824371338,0.006619803607463837,0.010914212092757225,1.4224113896489143
Cosmos3_seed101_0003,78,"72,74,76","80,82,84",A,0.998955488204956,0.0003351122431922704,0.0007094325846992433,0.08769887062953785
Cosmos3_seed101_0003,82,"76,78,80","84,86,88",A,0.9991672039031982,0.00012330702156759799,0.0007095829350873828,0.07712364458711818
Cosmos3_seed101_0003,86,"80,82,84","88,90,92",A,0.9302006363868713,0.010333596728742123,0.05946573615074158,6.463253451511264
Cosmos3_seed101_0003,90,"84,86,88","92,94,96",A,0.9578344821929932,0.005026253871619701,0.037139274179935455,3.9652401115745306
Cosmos3_seed101_0003,94,"88,90,92","96,98,100",A,0.9918259382247925,0.0014911500038579106,0.006682870909571648,0.7428445911500603
Cosmos3_seed101_0003,98,"92,94,96","100,102,104",A,0.9737407565116882,0.008424508385360241,0.017834683880209923,2.2046938072890043
Cosmos3_seed101_0003,102,"96,98,100","104,106,108",A,0.9956101775169373,0.002467870945110917,0.001921979826875031,0.31559152994304895
Cosmos3_seed101_0003,106,"100,102,104","108,110,112",A,0.9848435521125793,0.00852056685835123,0.006635823752731085,1.08961071819067
Cosmos3_seed101_0003,110,"104,106,108","112,114,116",A,0.9635935425758362,0.013744923286139965,0.022661548107862473,2.9534009750932455
Cosmos3_seed101_0003,114,"108,110,112","116,118,120",A,0.9537315964698792,0.017468202859163284,0.028800198808312416,3.753430023789406
Cosmos3_seed101_0003,118,"112,114,116","120,122,124",A,0.7184403538703918,0.07572305202484131,0.20583660900592804,24.36981350183487
Cosmos3_seed101_0003,122,"116,118,120","124,126,128",A,0.9722628593444824,0.013868584297597408,0.013868584297597408,2.0802876446396112
Cosmos3_seed101_0003,126,"120,122,124","128,130,132",A,0.9973328113555908,0.0014994291123002768,0.0011677566217258573,0.19174711778759956
Cosmos3_seed101_0003,130,"124,126,128","132,134,136",A,0.9996381998062134,0.00020339475304353982,0.00015840398555155843,0.026010136207332835
Cosmos3_seed101_0003,134,"128,130,132","136,138,140",A,0.9796292185783386,0.0024282580707222223,0.017942534759640694,1.9156663795001805
Cosmos3_seed101_0003,138,"132,134,136","140,142,144",A,0.9808617234230042,0.005147089716047049,0.013991240411996841,1.6564785270020366
Cosmos3_seed101_0003,142,"136,138,140","144,146,148",A,0.9999923706054688,1.370948666590266e-06,6.144165581645211e-06,0.0006829639914940344
Cosmos3_seed101_0003,146,"140,142,144","148,150,152",A,0.9999971389770508,6.475933673755208e-07,2.2603230718232226e-06,0.0002584119755510983
Cosmos3_seed101_0003,150,"144,146,148","152,154,156",A,0.999987006187439,2.9022828584857052e-06,1.0129961083293892e-05,0.0011581102512536745
Cosmos3_seed101_0003,154,"148,150,152","156,158,160",A,0.9999771118164062,6.144071903690929e-06,1.6701318600098602e-05,0.0019773354551944067
Cosmos3_seed101_0003,158,"152,154,156","160,162,164",A,0.9997833371162415,5.828203211422078e-05,0.00015842699212953448,0.018756800818664487
Cosmos3_seed101_0003,162,"156,158,160","164,166,168",A,0.9998584985733032,4.539350629784167e-05,9.609805420041084e-05,0.011879480734933168
Cosmos3_seed101_0003,166,"160,162,164","168,170,172",A,0.9994613528251648,0.00020335876615718007,0.00033528191852383316,0.04369613016024232
Cosmos3_seed101_0003,170,"164,166,168","172,174,176",A,0.9997217059135437,7.483100489480421e-05,0.00020341174968052655,0.024082725212792866
Cosmos3_seed101_0003,174,"168,170,172","176,178,180",A,0.9921532273292542,0.001161691965535283,0.00668507581576705,0.7265921798534691
Cosmos3_seed101_0003,178,"172,174,176","180,182,184",A,0.9564689993858337,0.006444637198001146,0.037086326628923416,4.030864522792399
Cosmos3_seed101_0003,182,"176,178,180","184,186,188",A,0.8776379227638245,0.0035867055412381887,0.118775375187397,12.05687279580161
Cosmos3_seed101_0010,6,"0,2,4","8,10,12",A,0.9020532369613647,0.0028710379265248775,0.09507571160793304,9.651123057119548
Cosmos3_seed101_0010,10,"4,6,8","12,14,16",A,0.8102157115936279,0.009000684134662151,0.18078356981277466,18.528391188010573
Cosmos3_seed101_0010,14,"8,10,12","16,18,20",A,0.48785555362701416,0.024288896471261978,0.48785555362701416,50.000000186264515
Cosmos3_seed101_0010,18,"12,14,16","20,22,24",A,0.6708337664604187,0.012286749668419361,0.3168794512748718,32.30228261090815
Cosmos3_seed101_0010,22,"16,18,20","24,26,28",A,0.8457191586494446,0.007316904608160257,0.1469639390707016,15.062239137478173
Cosmos3_seed101_0010,26,"20,22,24","28,30,32",A,0.985909640789032,0.0031379342544823885,0.01095246709883213,1.2521434226073325
Cosmos3_seed101_0010,30,"24,26,28","32,34,36",A,0.9168115258216858,0.007931973785161972,0.07525647431612015,7.922246120870113
Cosmos3_seed101_0010,34,"28,30,32","36,38,40",A,0.9323317408561707,0.008066250011324883,0.05960197001695633,6.363509502261877
Cosmos3_seed101_0010,38,"32,34,36","40,42,44",C,0.35918810963630676,0.04861082509160042,0.5922010540962219,61.65064666420221
Cosmos3_seed101_0010,42,"36,38,40","44,46,48",C,0.21215778589248657,0.04733879864215851,0.7405034303665161,76.41728296875954
Cosmos3_seed101_0010,46,"40,42,44","48,50,52",C,0.17529039084911346,0.03911257162690163,0.785597026348114,80.51533121615648
Cosmos3_seed101_0010,50,"44,46,48","52,54,56",C,0.2615281045436859,0.02756485529243946,0.710906982421875,72.46894100680947
Cosmos3_seed101_0010,54,"48,50,52","56,58,60",C,0.4321105182170868,0.013048607856035233,0.5548409223556519,56.13652262836695
Cosmos3_seed101_0010,58,"52,54,56","60,62,64",C,0.21440288424491882,0.03725763037800789,0.7483395338058472,76.69683489948511
Cosmos3_seed101_0010,62,"56,58,60","64,66,68",C,0.307471364736557,0.041611723601818085,0.6509168744087219,67.1722736209631
Cosmos3_seed101_0010,66,"60,62,64","68,70,72",A,0.46831053495407104,0.06337893754243851,0.46831053495407104,50.00000037252903
Cosmos3_seed101_0010,70,"64,66,68","72,74,76",A,0.4749693274497986,0.05006139725446701,0.4749693274497986,50.00000260770321
Cosmos3_seed101_0010,74,"68,70,72","76,78,80",C,0.25693362951278687,0.044648364186286926,0.6984179615974426,72.07421436905861
Cosmos3_seed101_0010,78,"72,74,76","80,82,84",C,0.3406892716884613,0.09760910272598267,0.5617016553878784,61.050620675086975
Cosmos3_seed101_0010,82,"76,78,80","84,86,88",C,0.406868040561676,0.07070305943489075,0.5224289298057556,55.7780459523201
Cosmos3_seed101_0010,86,"80,82,84","88,90,92",C,0.3988583981990814,0.08899733424186707,0.5121443271636963,55.66429942846298
Cosmos3_seed101_0010,90,"84,86,88","92,94,96",C,0.22025802731513977,0.010966001078486443,0.768775999546051,77.42590000852942
Cosmos3_seed101_0010,94,"88,90,92","96,98,100",C,0.05946573615074158,0.010333596728742123,0.9302006363868713,93.53674347512424
Cosmos3_seed101_0010,98,"92,94,96","100,102,104",C,0.09211821854114532,0.033888399600982666,0.8739933371543884,89.09375369548798
Cosmos3_seed101_0010,102,"96,98,100","104,106,108",A,0.9087598919868469,0.016644518822431564,0.07459555566310883,8.29178150743246
Cosmos3_seed101_0010,106,"100,102,104","108,110,112",A,0.8698680996894836,0.012408002279698849,0.11772384494543076,12.392784608528018
Cosmos3_seed101_0010,110,"104,106,108","112,114,116",A,0.802151083946228,0.018864786252379417,0.17898410558700562,18.841649871319532
Cosmos3_seed101_0010,114,"108,110,112","116,118,120",A,0.9168115258216858,0.007931973785161972,0.07525647431612015,7.922246120870113
Cosmos3_seed101_0010,118,"112,114,116","120,122,124",A,0.9323317408561707,0.008066250011324883,0.05960197001695633,6.363509502261877
Cosmos3_seed101_0010,122,"116,118,120","124,126,128",A,0.9524868726730347,0.010581173934042454,0.036931924521923065,4.222251148894429
Cosmos3_seed101_0010,126,"120,122,124","128,130,132",A,0.9874217510223389,0.004035367164760828,0.008542872034013271,1.0560555616393685
Cosmos3_seed101_0010,130,"124,126,128","132,134,136",A,0.8247095346450806,0.03197745978832245,0.14331302046775818,15.93017503619194
Cosmos3_seed101_0010,134,"128,130,132","136,138,140",A,0.7053844928741455,0.03511902317404747,0.2594964802265167,27.705599181354046
Cosmos3_seed101_0010,138,"132,134,136","140,142,144",A,0.997469425201416,5.8147143136011437e-05,0.002472479594871402,0.25015531664394075
Cosmos3_seed101_0010,142,"136,138,140","144,146,148",A,0.9999508857727051,3.726470140463789e-06,4.5397700887406245e-05,0.004726093595763814
Cosmos3_seed101_0010,146,"140,142,144","148,150,152",A,0.999935507774353,6.14381633567973e-06,5.829090514453128e-05,0.0061362813312371145
Cosmos3_seed101_0010,150,"144,146,148","152,154,156",A,0.9989930987358093,9.60148754529655e-05,0.0009109638049267232,0.0958971242653206
Cosmos3_seed101_0010,154,"148,150,152","156,158,160",A,0.9796292185783386,0.0024282580707222223,0.017942534759640694,1.9156663795001805
Cosmos3_seed101_0010,158,"152,154,156","160,162,164",A,0.9956652522087097,0.001165804103948176,0.003168984316289425,0.3751886368263513
Cosmos3_seed101_0010,162,"156,158,160","164,166,168",A,0.9902729392051697,0.001159490318968892,0.008567539975047112,0.9147285134531558
Cosmos3_seed101_0010,166,"160,162,164","168,170,172",A,0.9993512034416199,9.60492980084382e-05,0.00055272551253438,0.060075016153859906
Cosmos3_seed101_0010,170,"164,166,168","172,174,176",A,0.9936226010322571,0.0011634123511612415,0.005214052740484476,0.5795758916065097
Cosmos3_seed101_0010,174,"168,170,172","176,178,180",A,0.9980695843696594,0.0004299110150896013,0.00150053680408746,0.17154923116322607
Cosmos3_seed101_0010,178,"172,174,176","180,182,184",A,0.8931254744529724,0.012739750556647778,0.09413473308086395,10.050460835918784
Cosmos3_seed101_0010,182,"176,178,180","184,186,188",A,0.9688331484794617,0.008382049389183521,0.022784773260354996,2.6975797954946756
Cosmos3_seed101_0012,6,"0,2,4","8,10,12",A,0.9850507974624634,0.0008982500876300037,0.014050994999706745,1.4500120043521747
Cosmos3_seed101_0012,10,"4,6,8","12,14,16",A,0.9695857763290405,0.001135268248617649,0.02927895449101925,2.9846588615328074
Cosmos3_seed101_0012,14,"8,10,12","16,18,20",A,0.9388800859451294,0.0010993154719471931,0.06002059206366539,6.057024979963899
Cosmos3_seed101_0012,18,"12,14,16","20,22,24",A,0.8148518204689026,0.0033301133662462234,0.18181802332401276,18.348308000713587
Cosmos3_seed101_0012,22,"16,18,20","24,26,28",A,0.9780884385108948,0.0039972239173948765,0.017914315685629845,1.9912927644327283
Cosmos3_seed101_0012,26,"20,22,24","28,30,32",A,0.8668133020401001,0.01587623916566372,0.11731041967868805,12.524853926151991
Cosmos3_seed101_0012,30,"24,26,28","32,34,36",A,0.9850317239761353,0.004025599453598261,0.010942715220153332,1.2955514946952462
Cosmos3_seed101_0012,34,"28,30,32","36,38,40",A,0.7405034303665161,0.04733879864215851,0.21215778589248657,23.582718521356583
Cosmos3_seed101_0012,38,"32,34,36","40,42,44",A,0.7978760004043579,0.024093767628073692,0.17803020775318146,19.00770915672183
Cosmos3_seed101_0012,42,"36,38,40","44,46,48",A,0.6617516875267029,0.025658898055553436,0.3125893771648407,32.54188261926174
Cosmos3_seed101_0012,46,"40,42,44","48,50,52",A,0.7187020182609558,0.016902251169085503,0.26439571380615234,27.28468393906951
Cosmos3_seed101_0012,50,"44,46,48","52,54,56",A,0.7187020182609558,0.016902251169085503,0.26439571380615234,27.28468393906951
Cosmos3_seed101_0012,54,"48,50,52","56,58,60",A,0.8741357326507568,0.007562756072729826,0.1183014065027237,12.20827845390886
Cosmos3_seed101_0012,58,"52,54,56","60,62,64",A,0.8081497550010681,0.011527636088430882,0.1803225874900818,18.608640553429723
Cosmos3_seed101_0012,62,"56,58,60","64,66,68",A,0.48785555362701416,0.024288896471261978,0.48785555362701416,50.000000186264515
Cosmos3_seed101_0012,66,"60,62,64","68,70,72",A,0.9706328511238098,0.006540072616189718,0.02282709814608097,2.609713445417583
Cosmos3_seed101_0012,70,"64,66,68","72,74,76",C,0.11731041967868805,0.01587623916566372,0.8668133020401001,87.4751421622932
Cosmos3_seed101_0012,74,"68,70,72","76,78,80",C,0.11678381264209747,0.020293984562158585,0.862922191619873,87.30691839009523
Cosmos3_seed101_0012,78,"72,74,76","80,82,84",C,0.17682017385959625,0.030726736411452293,0.7924529910087585,80.78163592144847
Cosmos3_seed101_0012,82,"76,78,80","84,86,88",C,0.25693362951278687,0.044648364186286926,0.6984179615974426,72.07421436905861
Cosmos3_seed101_0012,86,"80,82,84","88,90,92",C,0.2615281045436859,0.02756485529243946,0.710906982421875,72.46894100680947
Cosmos3_seed101_0012,90,"84,86,88","92,94,96",C,0.1161145269870758,0.025908654555678368,0.8579767942428589,87.0931121520698
Cosmos3_seed101_0012,94,"88,90,92","96,98,100",A,0.5224289298057556,0.07070305943489075,0.406868040561676,44.22195702791214
Cosmos3_seed101_0012,98,"92,94,96","100,102,104",C,0.406868040561676,0.07070305943489075,0.5224289298057556,55.7780459523201
Cosmos3_seed101_0012,102,"96,98,100","104,106,108",C,0.30387988686561584,0.05280640348792076,0.6433137059211731,66.97169076651335
Cosmos3_seed101_0012,106,"100,102,104","108,110,112",C,0.4185107946395874,0.04411071538925171,0.5373784899711609,55.943384766578674
Cosmos3_seed101_0012,110,"104,106,108","112,114,116",A,0.5426735281944275,0.034691955894231796,0.4226345419883728,43.99805199354887
Cosmos3_seed101_0012,114,"108,110,112","116,118,120",A,0.6617516875267029,0.025658898055553436,0.3125893771648407,32.54188261926174
Cosmos3_seed101_0012,118,"112,114,116","120,122,124",A,0.8417238593101501,0.012006545439362526,0.14626966416835785,15.227293688803911
Cosmos3_seed101_0012,122,"116,118,120","124,126,128",A,0.7924529910087585,0.030726736411452293,0.17682017385959625,19.21835420653224
Cosmos3_seed101_0012,126,"120,122,124","128,130,132",A,0.912118136882782,0.013010665774345398,0.07487121224403381,8.137654513120651
Cosmos3_seed101_0012,130,"124,126,128","132,134,136",A,0.9995686411857605,9.607019455870613e-05,0.00033531791996210814,0.03833530172414612
Cosmos3_seed101_0012,134,"128,130,132","136,138,140",A,0.9999796152114868,3.7265772334649228e-06,1.6701360436854884e-05,0.0018564649053587345
