case,frame,gt,rank_a,rank_b,old_source_sim_a,old_source_sim_b,qwen_pred,qwen_score,pA,pB,pC,crop_a,crop_b
Cosmos3_seed101_0003,168,TRUE_DUP,1,3,0.8233646750450134,0.6232683062553406,A,0.40876003786252113,0.9958947896957397,3.521234975778498e-05,0.004069994203746319,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0168_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0168_rank_03.png
Cosmos3_seed101_0003,168,TRUE_DUP,2,3,0.7963961958885193,0.6232683062553406,A,2.3072180410963483,0.9768284559249878,0.00019875369616784155,0.022972803562879562,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0168_rank_02.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0168_rank_03.png
Cosmos3_seed101_0003,30,NO_DUP,1,2,0.975722074508667,0.6390115022659302,A,4.74861513794167,0.9524472951889038,0.0001331917883362621,0.047419555485248566,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0030_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0030_rank_02.png
Cosmos3_seed101_0003,30,NO_DUP,1,3,0.975722074508667,0.6106692552566528,A,2.9346427883865545,0.9706172347068787,7.265248132171109e-05,0.02931010164320469,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0030_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0030_rank_03.png
Cosmos3_seed101_0003,30,NO_DUP,2,3,0.6390115022659302,0.6106692552566528,A,1.4269908991991542,0.9855178594589233,0.00042450448381714523,0.01405765675008297,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0030_rank_02.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0030_rank_03.png
Cosmos3_seed101_0003,54,NO_DUP,1,2,0.7037636041641235,0.6787556409835815,A,1.107377053995151,0.988837480545044,0.00017755586304701865,0.010984992608428001,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0054_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0054_rank_02.png
Cosmos3_seed101_0003,54,NO_DUP,1,3,0.7037636041641235,0.6410118937492371,A,6.024376412096899,0.939577579498291,0.0003571606648620218,0.06006518378853798,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0054_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0054_rank_03.png
Cosmos3_seed101_0003,54,NO_DUP,2,3,0.6787556409835815,0.6410118937492371,A,9.539463655164582,0.9045495390892029,0.00011163028102600947,0.09533882141113281,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0054_rank_02.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0054_rank_03.png
Cosmos3_seed101_0003,99,NO_DUP,1,2,0.6425460577011108,0.6352518796920776,A,6.018195868819021,0.9397096633911133,0.0002166593330912292,0.06007362902164459,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0099_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0099_rank_02.png
Cosmos3_seed101_0003,99,NO_DUP,1,3,0.6425460577011108,0.6085763573646545,A,18.25690573605243,0.8172048926353455,0.0004519832436926663,0.18234306573867798,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0099_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0099_rank_03.png
Cosmos3_seed101_0003,99,NO_DUP,2,3,0.6352518796920776,0.6085763573646545,A,7.602694786328357,0.9237741231918335,0.00039790882146917284,0.07582799345254898,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0099_rank_02.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0099_rank_03.png
Cosmos3_seed101_0003,123,NO_DUP,1,2,0.7754027843475342,0.735155463218689,A,0.6739941716659814,0.9932123422622681,9.545928332954645e-05,0.006692212074995041,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0123_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0123_rank_02.png
Cosmos3_seed101_0003,123,NO_DUP,1,3,0.7754027843475342,0.6516382694244385,C,56.21170030499343,0.437404602766037,0.0009568187524564564,0.561638593673706,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0123_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0123_rank_03.png
Cosmos3_seed101_0003,123,NO_DUP,2,3,0.735155463218689,0.6516382694244385,A,18.269358249381185,0.8168843388557434,0.000844084657728672,0.1822715401649475,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0123_rank_02.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/Cosmos3_seed101_0003/frame_0123_rank_03.png
LVP_0004,12,NO_DUP,1,2,0.7861095666885376,0.7259721159934998,A,0.2686308027477935,0.9970990419387817,0.00042949296766892076,0.0024715615436434746,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/LVP_0004/frame_0012_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/LVP_0004/frame_0012_rank_02.png
LVP_0004,12,NO_DUP,1,3,0.7861095666885376,0.724083423614502,A,4.753847495885566,0.9523370862007141,0.00024880620185285807,0.04741407185792923,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/LVP_0004/frame_0012_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/LVP_0004/frame_0012_rank_03.png
LVP_0004,12,NO_DUP,2,3,0.7259721159934998,0.724083423614502,A,0.8740870238398202,0.9910928606987,0.00033247462124563754,0.008574632927775383,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/LVP_0004/frame_0012_rank_02.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/LVP_0004/frame_0012_rank_03.png
LVP_0004,15,NO_DUP,1,2,0.8251073956489563,0.7493254542350769,A,1.1063569596444722,0.9888581037521362,0.0001566957653267309,0.010985221713781357,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/LVP_0004/frame_0015_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/LVP_0004/frame_0015_rank_02.png
LVP_0004,15,NO_DUP,1,3,0.8251073956489563,0.7409746646881104,A,0.3524149040458724,0.9961221814155579,0.0007074204622767866,0.0031704388093203306,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/LVP_0004/frame_0015_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/LVP_0004/frame_0015_rank_03.png
LVP_0004,15,NO_DUP,2,3,0.7493254542350769,0.7409746646881104,A,1.1427569057559595,0.9881219863891602,0.0009010505746118724,0.010977043770253658,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/LVP_0004/frame_0015_rank_02.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/LVP_0004/frame_0015_rank_03.png
LVP_0004,18,NO_DUP,1,2,0.7785374522209167,0.7489974498748779,A,0.8740870238398202,0.9910928606987,0.00033247462124563754,0.008574632927775383,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/LVP_0004/frame_0018_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/LVP_0004/frame_0018_rank_02.png
LVP_0004,18,NO_DUP,1,3,0.7785374522209167,0.677403450012207,A,18.30678089754656,0.8159209489822388,0.0020224659238010645,0.18205657601356506,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/LVP_0004/frame_0018_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/LVP_0004/frame_0018_rank_03.png
LVP_0004,18,NO_DUP,2,3,0.7489974498748779,0.677403450012207,A,6.0707411787007,0.9385870099067688,0.001411108416505158,0.060001857578754425,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/LVP_0004/frame_0018_rank_02.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/LVP_0004/frame_0018_rank_03.png
LVP_0004,30,NO_DUP,1,2,0.7690397500991821,0.7459002733230591,A,1.1149132900754921,0.9886850714683533,0.00033166687353514135,0.01098329946398735,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/LVP_0004/frame_0030_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/LVP_0004/frame_0030_rank_02.png
LVP_0004,30,NO_DUP,1,3,0.7690397500991821,0.6754896640777588,A,32.105592475272715,0.6782893538475037,0.001309406477957964,0.32040122151374817,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/LVP_0004/frame_0030_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/LVP_0004/frame_0030_rank_03.png
LVP_0004,30,NO_DUP,2,3,0.7459002733230591,0.6754896640777588,A,11.959523375844583,0.8798896074295044,0.001030244748108089,0.11908011138439178,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/LVP_0004/frame_0030_rank_02.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_identity_pilot/crops/LVP_0004/frame_0030_rank_03.png
