case,start,end,frames,pred,pA,pB,pC_dup,pD_disappear,violation_score
Cosmos2.5_0064,52,57,"52,53,54,55,56,57",A,0.6450343132019043,0.005580640397965908,0.11209014803171158,0.23729488253593445,35.2175350766629
Cosmos2.5_0064,56,61,"56,57,58,59,60,61",A,0.40215054154396057,0.005736369173973799,0.40215054154396057,0.1899624764919281,59.49812026228756
Cosmos2.5_0064,60,65,"60,61,62,63,64,65",A,0.617737352848053,0.0068624429404735565,0.29179850220680237,0.08360166102647781,37.883138470351696
Cosmos2.5_0064,64,69,"64,65,66,67,68,69",A,0.47774621844291687,0.006814683321863413,0.28976771235466003,0.22567133605480194,51.88463900703937
Cosmos2.5_0064,68,73,"68,69,70,71,72,73",A,0.644013524055481,0.007154344581067562,0.2369193583726883,0.11191276460886002,35.24092952720821
Cosmos2.5_0064,72,77,"72,73,74,75,76,77",A,0.753119170665741,0.008366398513317108,0.21577225625514984,0.02274222858250141,24.26976840943098
Cosmos2.5_0064,76,81,"76,77,78,79,80,81",A,0.6538270711898804,0.011975261382758617,0.30884605646133423,0.02535162679851055,34.01853139512241
Cosmos2.5_0064,80,85,"80,81,82,83,84,85",A,0.4461406171321869,0.008171350695192814,0.4461406171321869,0.09954743087291718,54.97737233527005
Cosmos2.5_0064,84,89,"84,85,86,87,88,89",A,0.7037703990936279,0.010038744658231735,0.2589026689529419,0.02728813886642456,29.121018014848232
Cosmos2.5_0064,88,92,"88,89,90,91,92",A,0.8359586596488953,0.009286662563681602,0.1131347045302391,0.041619930416345596,15.93979662284255
Cosmos3_seed101_0003,0,5,"0,1,2,3,4,5",A,0.9999759197235107,2.1444891899591312e-05,1.7603039168534451e-06,8.315087143273558e-07,0.0013314258580976457
Cosmos3_seed101_0003,4,9,"4,5,6,7,8,9",A,0.9997774958610535,0.00020342310017440468,1.3004403626837302e-05,6.142845450085588e-06,0.012085879916412523
Cosmos3_seed101_0003,8,13,"8,9,10,11,12,13",A,0.9999127388000488,7.484530215151608e-05,1.0129208931175526e-05,2.2601323053095257e-06,0.004981199231224309
Cosmos3_seed101_0003,12,17,"12,13,14,15,16,17",A,0.999818742275238,0.0001584325946168974,1.6698671970516443e-05,6.1430987443600316e-06,0.010205806802332518
Cosmos3_seed101_0003,16,21,"16,17,18,19,20,21",A,0.9994757771492004,0.0004305167240090668,7.481259672204033e-05,1.8915585314971395e-05,0.030898654404154513
Cosmos3_seed101_0003,20,25,"20,21,22,23,24,25",A,0.9994028806686401,0.0005527540924958885,3.5336390283191577e-05,8.934438483265694e-06,0.03206478750144015
Cosmos3_seed101_0003,24,29,"24,25,26,27,28,29",A,0.999414324760437,0.000552760437130928,2.7520323783392087e-05,5.419072294898797e-06,0.03093196146437549
Cosmos3_seed101_0003,28,33,"28,29,30,31,32,33",A,0.9990366697311401,0.0009110035025514662,4.5356195187196136e-05,6.9555976551782805e-06,0.05078135441181075
Cosmos3_seed101_0003,32,37,"32,33,34,35,36,37",A,0.9973594546318054,0.0024722071830183268,0.00012308394070714712,4.5280052290763706e-05,0.14044675845070742
Cosmos3_seed101_0003,36,41,"36,37,38,39,40,41",A,0.9987157583236694,0.001169375842437148,9.598822362022474e-05,1.8901200746768154e-05,0.0699577345585567
Cosmos3_seed101_0003,40,45,"40,41,42,43,44,45",A,0.9987232089042664,0.001169384690001607,9.598894394002855e-05,1.1464244380476885e-05,0.06921455333213089
Cosmos3_seed101_0003,44,49,"44,45,46,47,48,49",A,0.9990053772926331,0.0009109749807976186,7.477738836314529e-05,8.930884177971166e-06,0.05391957629399258
Cosmos3_seed101_0003,48,53,"48,49,50,51,52,53",A,0.9987180233001709,0.0011693785199895501,9.598843462299556e-05,1.668028926360421e-05,0.06973579838813748
Cosmos3_seed101_0003,52,57,"52,53,54,55,56,57",A,0.9983568787574768,0.0015009688213467598,0.00012320702080614865,1.8894410459324718e-05,0.08925858419388533
Cosmos3_seed101_0003,56,61,"56,57,58,59,60,61",A,0.9983841180801392,0.0015010097995400429,9.5956347649917e-05,1.889492523332592e-05,0.08653561726532644
Cosmos3_seed101_0003,60,65,"60,61,62,63,64,65",A,0.9973299503326416,0.002472133841365576,0.00015803822316229343,3.995831866632216e-05,0.14340634625114035
Cosmos3_seed101_0003,64,69,"64,65,66,67,68,69",A,0.9978253841400146,0.0019262561108916998,0.0002030259056482464,4.530120349954814e-05,0.12114551645936444
Cosmos3_seed101_0003,68,73,"68,69,70,71,72,73",A,0.9978880286216736,0.001926377066411078,0.00015812665515113622,2.7478294214233756e-05,0.1148793482570909
Cosmos3_seed101_0003,72,77,"72,73,74,75,76,77",A,0.9987428784370422,0.0011694076238200068,7.475773600162938e-05,1.2990945833735168e-05,0.0672452493745368
Cosmos3_seed101_0003,76,81,"76,77,78,79,80,81",A,0.9982662796974182,0.0015008326154202223,0.00015818659448996186,7.472206198144704e-05,0.098332496418152
Cosmos3_seed101_0003,80,85,"80,81,82,83,84,85",A,0.9993025064468384,0.0005526986205950379,0.00012332372716628015,2.143045094271656e-05,0.04211034884065157
Cosmos3_seed101_0003,84,89,"84,85,86,87,88,89",A,0.9980415105819702,0.0015004947781562805,0.0003348056343384087,0.000123168108984828,0.1208221132401377
Cosmos3_seed101_0003,88,93,"88,89,90,91,92,93",A,0.9981426000595093,0.0015006467001512647,0.00026077328948304057,9.593313734512776e-05,0.11070297769038007
Cosmos3_seed101_0003,92,97,"92,93,94,95,96,97",A,0.99891197681427,0.0009108898229897022,0.0001582889090059325,1.8904915123130195e-05,0.06326387356239138
Cosmos3_seed101_0003,96,101,"96,97,98,99,100,101",A,0.9966637492179871,0.0024704826064407825,0.0007078050985001028,0.00015793266356922686,0.2100979065289721
Cosmos3_seed101_0003,100,105,"100,101,102,103,104,105",A,0.9977731108665466,0.0019261552952229977,0.0002606767520774156,3.9976072002900764e-05,0.12637304716918152
Cosmos3_seed101_0003,104,109,"104,105,106,107,108,109",A,0.9981293082237244,0.0015006266767159104,0.0003348350874148309,3.5291359381517395e-05,0.11204397851543035
Cosmos3_seed101_0003,108,113,"108,109,110,111,112,113",A,0.9961826205253601,0.0031706311274319887,0.0005509730544872582,9.574476280249655e-05,0.2232033381005749
Cosmos3_seed101_0003,112,117,"112,113,114,115,116,117",A,0.9978306889533997,0.0019262664718553424,0.0002030269824899733,3.997837848146446e-05,0.1206138596899109
Cosmos3_seed101_0003,116,121,"116,117,118,119,120,121",A,0.9986535310745239,0.0011693030828610063,0.00015824795991647989,1.890002386062406e-05,0.07617995252076071
Cosmos3_seed101_0003,120,125,"120,121,122,123,124,125",A,0.9982506632804871,0.001500809215940535,0.0002031124458881095,4.532051389105618e-05,0.09988375677494332
Cosmos3_seed101_0003,124,129,"124,125,126,127,128,129",A,0.9989510774612427,0.0009109255042858422,0.00012328036245889962,1.4723738786415197e-05,0.05934668533882359
Cosmos3_seed101_0003,128,133,"128,129,130,131,132,133",A,0.9986557960510254,0.0011693057604134083,0.0001582483237143606,1.6679250620654784e-05,0.07595804545417195
Cosmos3_seed101_0003,132,137,"132,133,134,135,136,137",A,0.9992380142211914,0.000709633226506412,4.536533742793836e-05,6.9569996412610635e-06,0.040713895032240544
Cosmos3_seed101_0003,136,141,"136,137,138,139,140,141",A,0.9995573163032532,0.0004305518523324281,1.0125609151145909e-05,1.9938509012717986e-06,0.022739538621863176
Cosmos3_seed101_0003,140,145,"140,141,142,143,144,145",A,0.9987789988517761,0.00116944988258183,4.5344499085331336e-05,6.1367104535747785e-06,0.06362061508298211
Cosmos3_seed101_0003,144,149,"144,145,146,147,148,149",A,0.9981245398521423,0.001500619575381279,0.0003348334867041558,3.9990154618863016e-05,0.11251334290136583
Cosmos3_seed101_0003,148,153,"148,149,150,151,152,153",A,0.9993433356285095,0.0005527212051674724,9.604854130884632e-05,7.884143997216597e-06,0.03802932878897991
Cosmos3_seed101_0003,152,157,"152,153,154,155,156,157",A,0.9993109703063965,0.000552703277207911,0.0001233247749041766,1.2998335478187073e-05,0.04126747489863192
Cosmos3_seed101_0003,156,161,"156,157,158,159,160,161",A,0.9993109703063965,0.000552703277207911,0.0001233247749041766,1.2998335478187073e-05,0.04126747489863192
Cosmos3_seed101_0003,160,165,"160,161,162,163,164,165",A,0.9982378482818604,0.0015007898909971118,0.0002031098265433684,5.8191941207041964e-05,0.10116967132489663
Cosmos3_seed101_0003,164,169,"164,165,166,167,168,169",A,0.9968197345733643,0.0024708693381398916,0.0005513254436664283,0.00015795737272128463,0.19447174854576588
Cosmos3_seed101_0003,168,173,"168,169,170,171,172,173",A,0.998430073261261,0.0011690413812175393,0.0003349359903950244,6.595280137844384e-05,0.09854094823822379
Cosmos3_seed101_0003,172,177,"172,173,174,175,176,177",A,0.9982001781463623,0.001500733313150704,0.00020310217223595828,9.593867434887215e-05,0.10494075031601824
Cosmos3_seed101_0003,176,181,"176,177,178,179,180,181",A,0.999380350112915,0.000552741636056453,4.537179847829975e-05,2.1432120774989016e-05,0.034317473728151526
Cosmos3_seed101_0003,180,185,"180,181,182,183,184,185",A,0.9983929991722107,0.001501023187302053,7.473154983017594e-05,3.1152743758866563e-05,0.0856395887240069
Cosmos3_seed101_0003,184,188,"184,185,186,187,188",A,0.9992522597312927,0.000709643354639411,1.6689213225618005e-05,2.1429374100989662e-05,0.039294026464631315
Cosmos3_seed101_0010,0,5,"0,1,2,3,4,5",A,0.9998250603675842,4.5391985622700304e-05,6.143137397884857e-06,0.00012338820670265704,0.015222733691189205
Cosmos3_seed101_0010,4,9,"4,5,6,7,8,9",A,0.9989032745361328,0.00015828752657398582,2.7506252081366256e-05,0.000910881906747818,0.10175319221161772
Cosmos3_seed101_0010,8,13,"8,9,10,11,12,13",A,0.9998589754104614,5.8286444982513785e-05,7.888212167017628e-06,7.484127854695544e-05,0.011187271320522996
Cosmos3_seed101_0010,12,17,"12,13,14,15,16,17",A,0.9999001026153564,5.828883877256885e-05,6.143598511698656e-06,3.5353968996787444e-05,0.0070641986894770525
Cosmos3_seed101_0010,16,21,"16,17,18,19,20,21",A,0.999907374382019,1.3006092558498494e-05,4.78467427456053e-06,7.48449019738473e-05,0.008613262252765708
Cosmos3_seed101_0010,20,25,"20,21,22,23,24,25",A,0.999150276184082,0.00026103653362952173,0.00015832667122595012,0.00043037653085775673,0.07192214688984677
Cosmos3_seed101_0010,24,29,"24,25,26,27,28,29",A,0.9950875639915466,0.004066695459187031,0.0007066857069730759,0.00013915466843172908,0.28791881049983203
Cosmos3_seed101_0010,28,33,"28,29,30,31,32,33",A,0.9829308390617371,0.01402075495570898,0.0018975029233843088,0.001150893629528582,1.0058774030767381
Cosmos3_seed101_0010,32,37,"32,33,34,35,36,37",A,0.9851279854774475,0.01094378437846899,0.003135446459054947,0.0007927650003693998,0.9400103648658842
Cosmos3_seed101_0010,36,41,"36,37,38,39,40,41",A,0.8876685500144958,0.07286427170038223,0.026805268600583076,0.01266191154718399,7.589931599795818
Cosmos3_seed101_0010,40,45,"40,41,42,43,44,45",A,0.9034428000450134,0.0449797660112381,0.03503027558326721,0.016547132283449173,7.406729087233543
Cosmos3_seed101_0010,44,49,"44,45,46,47,48,49",A,0.946412980556488,0.0366964116692543,0.010513698682188988,0.006376880221068859,3.5238784737885
Cosmos3_seed101_0010,48,53,"48,49,50,51,52,53",A,0.8006082773208618,0.05118117481470108,0.10835055261850357,0.039859939366579056,17.380107939243317
Cosmos3_seed101_0010,52,57,"52,53,54,55,56,57",A,0.8724699020385742,0.05577513203024864,0.05577513203024864,0.015979845076799393,9.964254312217236
Cosmos3_seed101_0010,56,61,"56,57,58,59,60,61",A,0.9093634486198425,0.04527454078197479,0.03525984659790993,0.010102116502821445,6.799923349171877
Cosmos3_seed101_0010,60,65,"60,61,62,63,64,65",A,0.894740104675293,0.057198818773031235,0.02701880969107151,0.021042270585894585,7.666048966348171
Cosmos3_seed101_0010,64,69,"64,65,66,67,68,69",C,0.006664032116532326,0.0011580351274460554,0.9890300631523132,0.0031478661112487316,99.2756946827285
Cosmos3_seed101_0010,68,73,"68,69,70,71,72,73",C,0.01785076968371868,0.0024158391170203686,0.9746189713478088,0.005114330910146236,98.09412218164653
Cosmos3_seed101_0010,72,77,"72,73,74,75,76,77",C,0.0005526378517970443,5.1403327233856544e-05,0.9991926550865173,0.0002033040946116671,99.9421660844746
Cosmos3_seed101_0010,76,81,"76,77,78,79,80,81",C,4.539771907730028e-05,1.067651965058758e-06,0.9999512434005737,2.260219162053545e-06,99.99540374457183
Cosmos3_seed101_0010,80,85,"80,81,82,83,84,85",C,0.0024720821529626846,0.00012307771248742938,0.9973090887069702,9.585302177583799e-05,99.74664805849898
Cosmos3_seed101_0010,84,89,"84,85,86,87,88,89",C,0.0004305346810724586,1.6693640645826235e-05,0.9995174407958984,3.534043935360387e-05,99.9561128055575
Cosmos3_seed101_0010,88,93,"88,89,90,91,92,93",C,7.484501111321151e-05,3.2884599932003766e-06,0.9999088048934937,1.3006111657887232e-05,99.99234552351481
Cosmos3_seed101_0010,92,97,"92,93,94,95,96,97",C,0.017902888357639313,0.0018869505729526281,0.9774646162986755,0.002745497040450573,98.11535886256024
Cosmos3_seed101_0010,96,101,"96,97,98,99,100,101",A,0.9197201132774353,0.027773141860961914,0.03566141799092293,0.016845261678099632,6.639325059950352
Cosmos3_seed101_0010,100,105,"100,101,102,103,104,105",A,0.9973466396331787,0.002472175285220146,0.00012308235454838723,5.813998723169789e-05,0.14173099843901582
Cosmos3_seed101_0010,104,109,"104,105,106,107,108,109",A,0.9924692511558533,0.006687205284833908,0.0007048262050375342,0.00013878852769266814,0.41872173751471564
Cosmos3_seed101_0010,108,113,"108,109,110,111,112,113",A,0.9806656241416931,0.017961518839001656,0.0008942513377405703,0.0004786582721862942,1.0353669029427692
Cosmos3_seed101_0010,112,117,"112,113,114,115,116,117",A,0.9441788792610168,0.04700789600610733,0.003858643351122737,0.004954596050083637,3.231718740426004
Cosmos3_seed101_0010,116,121,"116,117,118,119,120,121",A,0.9802582263946533,0.017954057082533836,0.0008938797982409596,0.0008938797982409596,1.0764788137748837
Cosmos3_seed101_0010,120,125,"120,121,122,123,124,125",A,0.9397193789482117,0.03643687441945076,0.010439340025186539,0.013404376804828644,4.206215403974056
Cosmos3_seed101_0010,124,129,"124,125,126,127,128,129",A,0.9847099184989929,0.014046132564544678,0.0006993157439865172,0.0005446276627480984,0.8267009689006954
Cosmos3_seed101_0010,128,133,"128,129,130,131,132,133",A,0.9877789616584778,0.010973233729600906,0.000701495329849422,0.0005463251145556569,0.6734437309205532
Cosmos3_seed101_0010,132,137,"132,133,134,135,136,137",A,0.9542067646980286,0.03699861094355583,0.006429394241422415,0.002365242224186659,2.729394193738699
Cosmos3_seed101_0010,136,141,"136,137,138,139,140,141",A,0.9443204402923584,0.028516005724668503,0.022208288311958313,0.004955338779836893,4.142162995412946
Cosmos3_seed101_0010,140,145,"140,141,142,143,144,145",A,0.9363477230072021,0.022020788863301277,0.028275251388549805,0.013356282375752926,5.264192819595337
