case,frame,prompt,gdino_score,source_similarity,x1,y1,x2,y2,rank
Cosmos2.5_0058,27,white cup,0.2604678273200989,0.8597110509872437,536.4375610351562,331.5683288574219,618.3840942382812,437.6033630371094,2
Cosmos2.5_0058,30,white cup,0.6122204661369324,0.9552976489067078,679.8628540039062,352.77899169921875,742.8200073242188,444.2819213867188,1
Cosmos2.5_0058,30,white cup,0.2600313127040863,0.8640377521514893,529.4744262695312,343.4374084472656,610.0513305664062,449.8315124511719,2
Cosmos2.5_0058,33,white cup,0.6123799085617065,0.9508980512619019,680.871826171875,353.12451171875,742.7572021484375,444.3150634765625,1
Cosmos2.5_0058,33,white cup,0.2327474951744079,0.7780967354774475,518.711181640625,358.0445861816406,600.9210205078125,463.8477478027344,2
Cosmos2.5_0058,36,white cup,0.6704424619674683,0.9489369988441467,680.7454223632812,353.09490966796875,742.7411499023438,444.4605102539063,1
Cosmos2.5_0058,36,white cup,0.1570647805929184,0.8099867105484009,511.3998718261719,364.7414855957031,594.9918823242188,472.8073425292969,2
Cosmos2.5_0058,39,white cup,0.5624645948410034,0.9621942043304443,680.7042846679688,353.3754272460937,742.6488647460938,444.2078247070313,1
Cosmos2.5_0058,39,white cup,0.3182624280452728,0.8470611572265625,511.2687683105469,372.1953125,591.9576416015625,479.93206787109375,2
Cosmos2.5_0058,39,white cup,0.1003346890211105,0.5482431650161743,420.0148315429688,100.35403442382812,1189.386474609375,696.7225341796875,3
Cosmos2.5_0058,42,white cup,0.5382283329963684,0.9665707349777222,680.6062622070312,353.2677917480469,742.5975952148438,444.1590881347656,1
Cosmos2.5_0058,42,white cup,0.3562753796577453,0.8377852439880371,510.7582092285156,377.0011596679688,591.7937622070312,484.0889892578125,2
Cosmos2.5_0058,42,white cup,0.1125428080558776,0.7015450596809387,426.318115234375,366.93353271484375,597.31103515625,533.2577514648438,3
Cosmos2.5_0058,45,white cup,0.5502910614013672,0.9499635696411133,678.3494873046875,353.3055114746094,742.962158203125,444.3297424316406,1
Cosmos2.5_0058,45,white cup,0.3102113306522369,0.8435566425323486,511.1474914550781,380.6829223632813,591.500732421875,488.063720703125,2
Cosmos2.5_0058,45,white cup,0.1141653880476951,0.7072458863258362,426.1301879882813,375.8268737792969,595.2257080078125,532.833984375,3
Cosmos2.5_0058,48,white cup,0.538156270980835,0.9477757215499878,678.724609375,353.3514709472656,742.85791015625,444.3639831542969,1
Cosmos2.5_0058,48,white cup,0.3376995921134949,0.8169950246810913,509.5540161132813,385.016845703125,590.1975708007812,492.6192626953125,2
Cosmos2.5_0058,48,white cup,0.1040560528635978,0.7012025117874146,426.6246337890625,379.8245544433594,595.486083984375,532.8834228515625,3
Cosmos2.5_0058,51,white cup,0.5004051327705383,0.9572149515151978,680.5159912109375,353.52069091796875,742.2242431640625,444.223876953125,1
Cosmos2.5_0058,51,white cup,0.3893924653530121,0.8199961185455322,506.7321166992188,388.6074523925781,586.9387817382812,497.7288513183594,2
Cosmos2.5_0058,51,white cup,0.1397786289453506,0.6713608503341675,426.09869384765625,384.38079833984375,593.4110717773438,532.5789794921875,3
Cosmos2.5_0058,54,white cup,0.4751045703887939,0.9588934183120728,680.0399169921875,353.47821044921875,742.3580322265625,444.26220703125,1
Cosmos2.5_0058,54,white cup,0.4241486191749573,0.7939081788063049,503.0570983886719,393.3851623535156,584.144775390625,499.8700256347656,2
Cosmos2.5_0058,54,white cup,0.1747581958770752,0.6321759819984436,425.8198547363281,362.9905395507813,594.6793212890625,534.3684692382812,3
Cosmos2.5_0058,57,white cup,0.4778877198696136,0.9667527675628662,679.9296264648438,353.440673828125,742.4846801757812,444.2279052734375,1
Cosmos2.5_0058,57,white cup,0.4034358561038971,0.7419226765632629,501.0301513671875,397.6463623046875,581.034912109375,504.4580078125,2
Cosmos2.5_0058,57,white cup,0.177697479724884,0.6624120473861694,425.4230041503906,367.0799255371094,593.7674560546875,534.155029296875,3
Cosmos2.5_0058,60,white cup,0.4938529431819916,0.960708498954773,680.9104614257812,353.406005859375,742.1215209960938,444.26220703125,1
Cosmos2.5_0058,60,white cup,0.3943619132041931,0.7349260449409485,499.15240478515625,400.4560241699219,579.9564819335938,507.6549987792969,2
Cosmos2.5_0058,60,white cup,0.1465800702571869,0.6323423981666565,424.974365234375,365.3559265136719,596.0427856445312,536.3367919921875,3
Cosmos2.5_0058,63,white cup,0.4783101975917816,0.9604950547218323,681.2732543945312,353.418701171875,742.1441040039062,444.3369140625,1
Cosmos2.5_0058,63,white cup,0.4089924693107605,0.7538061141967773,498.7957458496094,407.1002197265625,578.2486572265625,512.3473510742188,2
Cosmos2.5_0058,63,white cup,0.1374418884515762,0.658645510673523,425.833251953125,369.1022338867188,594.8775634765625,535.1476440429688,3
Cosmos2.5_0058,66,white cup,0.4598560631275177,0.9600965976715088,680.9459838867188,353.5023803710937,742.2683715820312,444.320556640625,1
Cosmos2.5_0058,66,white cup,0.4331423938274383,0.7697048187255859,498.8662109375,410.38177490234375,575.781494140625,515.1106567382812,2
Cosmos2.5_0058,66,white cup,0.1376673728227615,0.6803935170173645,426.72650146484375,368.84381103515625,594.9740600585938,536.1366577148438,3
Cosmos2.5_0058,69,white cup,0.4536914527416229,0.9580284953117371,681.3001708984375,353.5075378417969,742.4014892578125,444.3423156738281,1
Cosmos2.5_0058,69,white cup,0.4384068846702575,0.7915079593658447,497.1285400390625,412.6323852539063,574.093994140625,516.0894775390625,2
Cosmos2.5_0058,69,white cup,0.1647703647613525,0.6721082925796509,426.2669067382813,370.4571533203125,594.7488403320312,535.2493286132812,3
Cosmos2.5_0058,72,white cup,0.4602036476135254,0.9518972635269165,680.3870239257812,353.4758605957031,742.3983764648438,444.3374328613281,1
Cosmos2.5_0058,72,white cup,0.4414670169353485,0.8025610446929932,495.6589965820313,413.4008483886719,573.6698608398438,515.989501953125,2
Cosmos2.5_0058,72,white cup,0.1308354586362838,0.6838282346725464,426.783447265625,368.7061462402344,595.1703491210938,536.33837890625,3
Cosmos2.5_0058,75,white cup,0.493634819984436,0.9494911432266235,680.5856323242188,353.4080810546875,742.3494262695312,444.3186645507813,1
Cosmos2.5_0058,75,white cup,0.409780889749527,0.7957359552383423,496.2454223632813,413.3518981933594,573.4946899414062,515.4853515625,2
Cosmos2.5_0058,75,white cup,0.1590864211320877,0.6856197118759155,425.6641540527344,369.86566162109375,594.603759765625,534.6234741210938,3
Cosmos2.5_0058,78,white cup,0.3923588097095489,0.9539085626602173,681.061279296875,353.5096130371094,742.2919921875,444.1585998535156,1
Cosmos2.5_0058,78,white cup,0.4856718778610229,0.826244056224823,494.172607421875,411.9179382324219,573.6556396484375,515.4898681640625,2
Cosmos2.5_0058,78,white cup,0.1561357527971267,0.7507103681564331,426.8240051269531,408.0986633300781,595.638671875,535.412841796875,3
Cosmos2.5_0058,81,white cup,0.4238159656524658,0.9580506682395935,680.6304321289062,353.6318664550781,742.3938598632812,443.9828796386719,1
Cosmos2.5_0058,81,white cup,0.4827053546905517,0.8198581337928772,493.7586059570313,410.91448974609375,573.5332641601562,514.668701171875,2
Cosmos2.5_0058,81,white cup,0.1752897500991821,0.7707918882369995,426.3098449707031,409.1421203613281,594.586669921875,535.0084838867188,3
Cosmos2.5_0058,84,white cup,0.3291292488574981,0.9569507241249084,680.2952880859375,353.56915283203125,742.3619384765625,443.91607666015625,1
Cosmos2.5_0058,84,white cup,0.5468974113464355,0.8640583157539368,493.9056396484375,410.5092468261719,573.177001953125,514.6681518554688,2
Cosmos2.5_0058,84,white cup,0.1763712167739868,0.75373375415802,426.057373046875,408.34674072265625,594.9039916992188,535.6572265625,3
Cosmos2.5_0058,87,white cup,0.3055306673049927,0.9474856853485107,680.3811645507812,353.61053466796875,742.2468872070312,444.0665283203125,1
Cosmos2.5_0058,87,white cup,0.5670052766799927,0.8503103256225586,494.5123901367188,410.2599792480469,573.0829467773438,514.8800659179688,2
Cosmos2.5_0058,87,white cup,0.1726827621459961,0.7305176258087158,425.7874755859375,407.879150390625,594.9671630859375,536.0570678710938,3
Cosmos2.5_0058,90,white cup,0.3416354358196258,0.9548293948173523,679.9697265625,353.6210021972656,742.3564453125,444.4375915527344,1
Cosmos2.5_0058,90,white cup,0.5301595330238342,0.800055742263794,495.0330505371094,412.0531005859375,572.65283203125,514.730224609375,2
Cosmos2.5_0058,90,white cup,0.172006294131279,0.7429452538490295,425.69635009765625,409.7033996582031,594.7765502929688,535.7485961914062,3
Cosmos2.5_0058,92,white cup,0.4761974215507507,0.9471067786216736,680.6201782226562,353.7198791503906,742.1624145507812,444.4213562011719,1
Cosmos2.5_0058,92,white cup,0.4200466871261596,0.7819436192512512,491.1019287109375,418.480224609375,572.5758056640625,514.7542724609375,2
Cosmos2.5_0058,92,white cup,0.1407248973846435,0.7415696382522583,426.0846557617188,414.5719909667969,594.5701904296875,535.0197143554688,3
Cosmos2.5_0058,92,white cup,0.1275494396686554,0.6110947728157043,425.5266723632813,179.10494995117188,637.1238403320312,533.239501953125,4
Cosmos2.5_0060,0,white cup,0.7965797781944275,0.9544080495834351,798.7677612304688,345.1925354003906,860.8657836914062,432.2102355957031,1
Cosmos2.5_0060,3,white cup,0.7250688076019287,0.934721827507019,798.8189086914062,346.01153564453125,860.0453491210938,432.532470703125,1
Cosmos2.5_0060,6,white cup,0.5120589733123779,0.9552427530288696,799.9483642578125,345.86358642578125,862.172607421875,431.4744873046875,1
Cosmos2.5_0060,6,white cup,0.2673339247703552,0.8147038221359253,610.9964599609375,267.36376953125,716.02685546875,361.7911376953125,2
Cosmos2.5_0060,9,white cup,0.5171442627906799,0.8604556322097778,799.3892822265625,345.674072265625,861.422607421875,431.3566284179688,1
Cosmos2.5_0060,9,white cup,0.2539918422698974,0.7859861850738525,607.5974731445312,285.322265625,715.2509155273438,394.7994995117188,2
Cosmos2.5_0060,12,white cup,0.5547360777854919,0.8910324573516846,799.7464599609375,345.3026733398437,861.9925537109375,431.2495727539063,1
Cosmos2.5_0060,12,white cup,0.2471707314252853,0.8515874743461609,596.1577758789062,313.3143615722656,700.7748413085938,432.9964904785156,2
Cosmos2.5_0060,15,white cup,0.4570442140102386,0.9235683679580688,799.8908081054688,345.7207946777344,862.1109008789062,431.0669860839844,1
Cosmos2.5_0060,15,white cup,0.3553332984447479,0.8029992580413818,576.2774658203125,344.03179931640625,675.7535400390625,464.2242431640625,2
Cosmos2.5_0060,18,white cup,0.2826290428638458,0.9167910218238831,800.1346435546875,345.3514709472656,861.5421142578125,430.5504455566406,1
Cosmos2.5_0060,18,white cup,0.5821701884269714,0.7916936278343201,563.5824584960938,381.6675720214844,654.3281860351562,504.9140930175781,2
Cosmos2.5_0060,21,white cup,0.2780613601207733,0.9248460531234741,800.0222778320312,345.6922607421875,861.5978393554688,430.9481201171875,1
Cosmos2.5_0060,21,white cup,0.6073411107063293,0.8572152256965637,551.6072998046875,412.801513671875,639.84521484375,534.8841552734375,2
Cosmos2.5_0060,24,white cup,0.2578718364238739,0.9376109838485718,800.0957641601562,345.620849609375,861.9013061523438,430.67291259765625,1
Cosmos2.5_0060,24,white cup,0.6531069874763489,0.8049054145812988,540.3792114257812,429.1668090820313,629.6876831054688,553.2764892578125,2
Cosmos2.5_0060,27,white cup,0.2736991047859192,0.9465307593345642,799.8338623046875,345.6104431152344,861.9029541015625,431.0094909667969,1
Cosmos2.5_0060,27,white cup,0.6065166592597961,0.8149405717849731,530.7686157226562,433.7118835449219,619.6961059570312,556.5320434570312,2
Cosmos2.5_0060,30,white cup,0.2653024196624756,0.9360272884368896,799.8897705078125,345.31610107421875,861.8966064453125,430.9520263671875,1
Cosmos2.5_0060,30,white cup,0.6088277101516724,0.8767504096031189,516.0345458984375,422.3392333984375,602.619140625,542.8760375976562,2
Cosmos2.5_0060,33,white cup,0.2453858107328415,0.9354177713394165,799.8565063476562,345.528076171875,861.6747436523438,430.97271728515625,1
Cosmos2.5_0060,33,white cup,0.5899772047996521,0.7967585325241089,506.7643432617188,402.9700317382813,589.4608764648438,516.6415405273438,2
Cosmos2.5_0060,33,white cup,0.1144014000892639,0.7105646133422852,426.70904541015625,401.26702880859375,597.2100830078125,534.5675048828125,3
Cosmos2.5_0060,36,white cup,0.2919733822345733,0.9269253015518188,799.7902221679688,345.8637390136719,861.5844116210938,430.9886169433594,1
Cosmos2.5_0060,36,white cup,0.5770455002784729,0.7957805395126343,506.3679504394531,396.9525451660156,584.9161987304688,504.1101379394531,2
Cosmos2.5_0060,36,white cup,0.1084478050470352,0.7376053333282471,426.934814453125,394.7886352539063,596.1138916015625,534.3812866210938,3
Cosmos2.5_0060,39,white cup,0.3345230221748352,0.9470158815383911,799.7569580078125,345.6829528808594,861.577880859375,430.9089660644531,1
Cosmos2.5_0060,39,white cup,0.5282092094421387,0.8307749629020691,508.7149963378906,390.936767578125,586.5253295898438,496.4962158203125,2
Cosmos2.5_0060,39,white cup,0.1154320538043975,0.7085102796554565,426.8144836425781,388.45611572265625,596.7405395507812,534.0162353515625,3
Cosmos2.5_0060,42,white cup,0.3546502590179443,0.9463303089141846,799.6256713867188,345.64794921875,861.5225219726562,430.9060668945313,1
Cosmos2.5_0060,42,white cup,0.1057857722043991,0.9344627261161804,780.5162963867188,328.384765625,880.6427612304688,447.7625122070313,2
Cosmos2.5_0060,42,white cup,0.5110301375389099,0.8279194831848145,508.4414978027344,391.26605224609375,585.7271118164062,494.96002197265625,3
Cosmos2.5_0060,42,white cup,0.1195280030369758,0.7163581848144531,426.7355041503906,388.6647033691406,596.32958984375,533.9228515625,4
Cosmos2.5_0060,45,white cup,0.3586623072624206,0.9442247152328491,799.6466064453125,345.6483764648437,861.5303955078125,431.0325317382813,1
Cosmos2.5_0060,45,white cup,0.1122023165225982,0.9343516230583191,780.858642578125,329.1849975585937,879.984619140625,447.3855590820313,2
Cosmos2.5_0060,45,white cup,0.4972183108329773,0.8357036113739014,508.9360961914063,391.6039733886719,585.6909790039062,494.3995666503906,3
Cosmos2.5_0060,45,white cup,0.1244158744812011,0.7154545783996582,426.9204406738281,388.9834289550781,596.7770385742188,533.851318359375,4
Cosmos2.5_0060,45,white cup,0.1001475676894187,0.5806668996810913,423.7842712402344,226.22666931152344,596.12158203125,533.6510620117188,5
Cosmos2.5_0060,48,white cup,0.3804753124713897,0.9500659704208374,799.6132202148438,345.8426818847656,861.4417114257812,431.0131530761719,1
Cosmos2.5_0060,48,white cup,0.1123200058937072,0.940805971622467,780.408203125,328.90142822265625,880.562744140625,447.6725463867188,2
Cosmos2.5_0060,48,white cup,0.4922529757022857,0.8036918640136719,508.0173034667969,395.752685546875,583.5079956054688,496.8679809570313,3
Cosmos2.5_0060,48,white cup,0.126552939414978,0.7034637928009033,426.8518676757813,393.1419677734375,595.9581909179688,533.829833984375,4
Cosmos2.5_0060,48,white cup,0.1062631532549858,0.5886303782463074,424.4911804199219,229.6858062744141,596.4798583984375,533.227783203125,5
Cosmos2.5_0060,48,white cup,0.103773146867752,0.521111786365509,423.13861083984375,120.3714599609375,1190.8134765625,696.2176513671875,6
Cosmos2.5_0060,51,white cup,0.2997972965240478,0.9434939622879028,799.8721313476562,345.70556640625,861.2632446289062,431.1661376953125,1
Cosmos2.5_0060,51,white cup,0.1051738262176513,0.9299925565719604,781.3585205078125,329.87237548828125,879.7442626953125,447.4971923828125,2
Cosmos2.5_0060,51,white cup,0.562938392162323,0.783865213394165,506.5590515136719,398.7519226074219,580.5028686523438,499.8453063964844,3
Cosmos2.5_0060,51,white cup,0.1156362667679786,0.6770837903022766,427.003662109375,396.1226196289063,596.449951171875,534.287353515625,4
Cosmos2.5_0060,54,white cup,0.2953166961669922,0.9346295595169067,799.7698974609375,345.6373596191406,861.3162841796875,431.2044372558594,1
Cosmos2.5_0060,54,white cup,0.1024485826492309,0.9321017861366272,781.2348022460938,329.3409118652344,880.5195922851562,447.7149353027344,2
Cosmos2.5_0060,54,white cup,0.5697845220565796,0.8004149198532104,504.7493896484375,403.04986572265625,578.907470703125,501.7866821289063,3
Cosmos2.5_0060,54,white cup,0.1143702641129493,0.7084307670593262,426.61614990234375,400.476806640625,596.290283203125,534.6306762695312,4
Cosmos2.5_0060,57,white cup,0.2772189676761627,0.9482946395874023,799.7813110351562,345.77703857421875,861.3430786132812,431.38525390625,1
Cosmos2.5_0060,57,white cup,0.1041328459978103,0.9245681762695312,781.7019653320312,330.27752685546875,879.8994750976562,447.59765625,2
Cosmos2.5_0060,57,white cup,0.5639785528182983,0.7779741287231445,501.968994140625,407.0244140625,575.20556640625,506.3267822265625,3
Cosmos2.5_0060,57,white cup,0.1387362480163574,0.6725626587867737,426.4476013183594,404.7083435058594,595.5554809570312,534.9429931640625,4
Cosmos2.5_0060,60,white cup,0.2764787673950195,0.9456006288528442,799.704345703125,345.6733093261719,861.36376953125,431.1915588378906,1
Cosmos2.5_0060,60,white cup,0.1036490648984909,0.9173308610916138,781.8104858398438,330.0918273925781,879.5409545898438,447.4313049316406,2
Cosmos2.5_0060,60,white cup,0.556982696056366,0.7790820598602295,501.6961669921875,408.05810546875,574.6031494140625,511.19189453125,3
Cosmos2.5_0060,60,white cup,0.1430902630090713,0.7051819562911987,426.7117919921875,405.6643981933594,595.62109375,535.3411254882812,4
Cosmos2.5_0060,63,white cup,0.2768930494785309,0.9518551826477051,799.7294311523438,345.6400146484375,861.5036010742188,431.3602294921875,1
Cosmos2.5_0060,63,white cup,0.1021706983447074,0.9410717487335205,781.056396484375,329.6209716796875,880.618408203125,447.9751586914063,2
Cosmos2.5_0060,63,white cup,0.5543673634529114,0.831678569316864,500.8416137695313,411.879150390625,573.4541625976562,512.3388061523438,3
Cosmos2.5_0060,63,white cup,0.1373531520366668,0.6939737796783447,426.7632141113281,409.420166015625,595.9444580078125,535.412109375,4
Cosmos2.5_0060,66,white cup,0.2843210697174072,0.9357081055641174,799.5711059570312,345.6698913574219,861.4902954101562,431.3015441894531,1
Cosmos2.5_0060,66,white cup,0.103087767958641,0.9209913015365601,781.15673828125,329.6908569335937,880.0731201171875,447.5960083007813,2
Cosmos2.5_0060,66,white cup,0.5521205067634583,0.8541139364242554,500.72894287109375,414.6143798828125,572.4132690429688,513.9132080078125,3
Cosmos2.5_0060,66,white cup,0.1310745328664779,0.7440925240516663,426.95166015625,412.2727966308594,595.8456420898438,535.3841552734375,4
Cosmos2.5_0060,69,white cup,0.2822591364383697,0.9314169883728027,799.8248291015625,345.71417236328125,861.58154296875,431.12451171875,1
Cosmos2.5_0060,69,white cup,0.1037381440401077,0.9265496730804443,781.5770263671875,329.85137939453125,879.9298095703125,447.50140380859375,2
Cosmos2.5_0060,69,white cup,0.5483742952346802,0.8277394771575928,498.9344177246094,415.31097412109375,572.1376953125,514.1458740234375,3
Cosmos2.5_0060,69,white cup,0.1397157162427902,0.7709676027297974,427.2009887695313,413.2806396484375,595.5492553710938,535.3355712890625,4
Cosmos2.5_0060,69,white cup,0.1012539640069007,0.58050137758255,426.1036987304688,237.75021362304688,602.1370239257812,533.4464111328125,5
Cosmos2.5_0060,72,white cup,0.2563700377941131,0.9315382242202759,799.6759643554688,345.6603088378906,861.5083618164062,431.2119445800781,1
Cosmos2.5_0060,72,white cup,0.570430338382721,0.820489227771759,498.07080078125,415.55609130859375,572.0849609375,514.32568359375,2
Cosmos2.5_0060,72,white cup,0.1316898167133331,0.753448486328125,427.074462890625,413.2755126953125,595.5543212890625,535.2198486328125,3
Cosmos2.5_0060,75,white cup,0.2954943776130676,0.9304594993591309,799.681884765625,345.7067565917969,861.42041015625,431.2380065917969,1
Cosmos2.5_0060,75,white cup,0.1050635278224945,0.918374240398407,781.6841430664062,329.745849609375,879.6015014648438,447.400146484375,2
Cosmos2.5_0060,75,white cup,0.5486880540847778,0.8177090883255005,500.2656555175781,415.2843627929688,572.130126953125,513.7437133789062,3
Cosmos2.5_0060,75,white cup,0.1241087689995765,0.7701192498207092,427.1554870605469,413.2376403808594,595.5381469726562,535.2326049804688,4
Cosmos2.5_0060,78,white cup,0.1007337793707847,0.9418138265609741,781.3422241210938,329.6977844238281,880.1080932617188,447.6124572753906,1
Cosmos2.5_0060,78,white cup,0.2794407606124878,0.9307056665420532,799.6618041992188,345.78277587890625,861.5115356445312,431.21728515625,2
Cosmos2.5_0060,78,white cup,0.5602083206176758,0.8214676380157471,500.09130859375,415.2565002441406,572.1343994140625,513.4102783203125,3
Cosmos2.5_0060,78,white cup,0.1219262927770614,0.7541059851646423,427.1438293457031,412.8235168457031,595.5145874023438,535.3515625,4
Cosmos2.5_0060,78,white cup,0.100485660135746,0.5741065144538879,425.8467712402344,235.93280029296875,603.3867797851562,533.9534912109375,5
Cosmos2.5_0060,81,white cup,0.3085498809814453,0.9343338012695312,799.6489868164062,345.79888916015625,861.5642700195312,431.07568359375,1
Cosmos2.5_0060,81,white cup,0.1086012944579124,0.9271421432495117,781.5438232421875,329.4806823730469,879.824462890625,447.5390930175781,2
Cosmos2.5_0060,81,white cup,0.5474953651428223,0.8006870746612549,500.08642578125,414.3879699707031,572.0355224609375,513.4961547851562,3
Cosmos2.5_0060,81,white cup,0.1368582844734192,0.7173054218292236,426.6231689453125,411.8681945800781,595.5084228515625,535.4872436523438,4
Cosmos2.5_0060,84,white cup,0.3734349012374878,0.9373276233673096,799.5682373046875,345.7018737792969,861.556640625,431.2349548339844,1
Cosmos2.5_0060,84,white cup,0.1170967146754264,0.9279694557189941,781.0430908203125,329.28619384765625,880.004150390625,447.731201171875,2
Cosmos2.5_0060,84,white cup,0.5164089798927307,0.8026504516601562,498.5045166015625,415.0026245117188,571.7255859375,513.529296875,3
Cosmos2.5_0060,84,white cup,0.1547278314828872,0.7222529649734497,426.4796142578125,412.27581787109375,595.1884765625,535.2649536132812,4
Cosmos2.5_0060,87,white cup,0.34465092420578,0.9456104040145874,799.588623046875,345.5720520019531,861.640380859375,431.0856628417969,1
Cosmos2.5_0060,87,white cup,0.1088432297110557,0.940025806427002,781.0206909179688,328.5478820800781,880.3494262695312,447.6091003417969,2
Cosmos2.5_0060,87,white cup,0.5292679667472839,0.8484255075454712,497.9880676269531,414.7794799804688,571.5640258789062,513.5603637695312,3
Cosmos2.5_0060,87,white cup,0.1497170031070709,0.7182657718658447,426.4542846679688,411.9381103515625,595.1757202148438,535.34521484375,4
Cosmos2.5_0060,90,white cup,0.440342903137207,0.9485137462615967,799.535888671875,345.51641845703125,861.6781005859375,431.1712036132813,1
Cosmos2.5_0060,90,white cup,0.1207179054617881,0.9209439754486084,780.2501831054688,327.6893005371094,881.0908813476562,448.1770324707031,2
Cosmos2.5_0060,90,white cup,0.4526944756507873,0.8095228672027588,499.7170104980469,413.6897888183594,570.9494018554688,513.894287109375,3
Cosmos2.5_0060,90,white cup,0.1519507020711898,0.709942102432251,426.412353515625,410.0037536621094,594.6904907226562,535.2862548828125,4
Cosmos2.5_0060,90,white cup,0.1225849390029907,0.5638632774353027,425.7541809082031,195.2603912353516,612.9251708984375,533.9556274414062,5
Cosmos2.5_0060,92,white cup,0.5219985246658325,0.9493606090545654,799.486083984375,345.3768310546875,861.6834716796875,431.2958984375,1
Cosmos2.5_0060,92,white cup,0.1046928986907005,0.9325505495071411,779.517578125,326.33795166015625,883.53857421875,449.096435546875,2
Cosmos2.5_0060,92,white cup,0.3867481648921966,0.8039480447769165,503.054931640625,414.78656005859375,570.8045654296875,513.9628295898438,3
Cosmos2.5_0060,92,white cup,0.1193288043141365,0.7237938642501831,426.39788818359375,411.123779296875,594.0916137695312,534.8384399414062,4
Cosmos3_seed101_0010,0,white cup,0.5879442095756531,0.9871019124984741,435.6548461914063,175.09405517578125,594.2787475585938,372.3223876953125,1
Cosmos3_seed101_0010,0,white cup,0.4246306419372558,0.8445106744766235,371.0272216796875,379.5838928222656,442.347412109375,484.8014221191406,2
Cosmos3_seed101_0010,3,white cup,0.5801275968551636,0.9775992631912231,435.7898254394531,174.96487426757812,594.7337646484375,372.1663513183594,1
Cosmos3_seed101_0010,3,white cup,0.4537060856819153,0.8282756805419922,371.081298828125,379.5525817871094,442.6048583984375,484.6231384277344,2
Cosmos3_seed101_0010,6,white cup,0.5979622006416321,0.9695444107055664,435.5570373535156,174.94192504882812,594.5106201171875,372.3760681152344,1
Cosmos3_seed101_0010,6,white cup,0.4426511824131012,0.8321274518966675,371.0858459472656,379.5187072753906,442.3147277832031,484.4908752441406,2
Cosmos3_seed101_0010,9,white cup,0.6225875616073608,0.9776642918586731,435.3999633789063,175.13604736328125,594.2903442382812,372.3524169921875,1
Cosmos3_seed101_0010,9,white cup,0.437945157289505,0.8226122260093689,370.9770202636719,379.5126647949219,442.2657165527344,484.3276672363281,2
Cosmos3_seed101_0010,12,white cup,0.5397029519081116,0.9775906801223755,435.1920471191406,174.62469482421875,594.3226318359375,371.806640625,1
Cosmos3_seed101_0010,12,white cup,0.523044764995575,0.8353884220123291,371.0652465820313,378.7078552246094,442.2604370117188,483.9080505371094,2
Cosmos3_seed101_0010,15,white cup,0.625860869884491,0.9667994379997253,435.39349365234375,175.06210327148438,594.4203491210938,372.1931457519531,1
Cosmos3_seed101_0010,15,white cup,0.4799087345600128,0.8401833772659302,371.03076171875,379.3911437988281,442.3276977539063,484.2522888183594,2
Cosmos3_seed101_0010,18,white cup,0.6577567458152771,0.9595662355422974,435.2218322753906,175.4405975341797,594.4005126953125,372.26513671875,1
Cosmos3_seed101_0010,18,white cup,0.4400548934936523,0.8305562734603882,370.9809875488281,379.6028442382813,442.3814392089844,484.7283325195313,2
Cosmos3_seed101_0010,21,white cup,0.6202250719070435,0.9670383334159851,435.4922790527344,175.0804443359375,594.4892578125,372.154541015625,1
Cosmos3_seed101_0010,21,white cup,0.4399388432502746,0.8372616171836853,371.0011291503906,379.2345275878906,442.5225524902344,484.5195007324219,2
