case,frame,rank,gdino_score,source_similarity,x1,y1,x2,y2,sam_score,mask_pixels,crop_path
Cosmos2.5_0058,24,1,0.6335161924362183,0.961132287979126,680.9072265625,352.9319152832031,742.62451171875,444.6297912597656,0.9765625,4132,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0024_rank_01.png
Cosmos2.5_0058,24,2,0.2345937192440033,0.858683168888092,544.481689453125,322.6597900390625,625.3460693359375,425.63092041015625,0.97265625,5364,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0024_rank_02.png
Cosmos2.5_0058,27,1,0.5975310206413269,0.9632647633552552,681.0498046875,353.0436096191406,742.2686767578125,444.6363830566406,0.9765625,4117,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0027_rank_01.png
Cosmos2.5_0058,27,2,0.2604678273200989,0.8597110509872437,536.4375610351562,331.5683288574219,618.3840942382812,437.6033630371094,0.97265625,5520,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0027_rank_02.png
Cosmos2.5_0058,30,1,0.6122204661369324,0.9552976489067078,679.8628540039062,352.77899169921875,742.8200073242188,444.2819213867188,0.97265625,4141,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0030_rank_01.png
Cosmos2.5_0058,30,2,0.2600313127040863,0.8640377521514893,529.4744262695312,343.4374084472656,610.0513305664062,449.8315124511719,0.97265625,5614,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0030_rank_02.png
Cosmos2.5_0058,33,1,0.6123799085617065,0.950898051261902,680.871826171875,353.12451171875,742.7572021484375,444.3150634765625,0.9765625,4126,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0033_rank_01.png
Cosmos2.5_0058,33,2,0.2327474951744079,0.7780967354774475,518.711181640625,358.0445861816406,600.9210205078125,463.8477478027344,0.96875,5734,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0033_rank_02.png
Cosmos2.5_0058,36,1,0.6704424619674683,0.9489369988441468,680.7454223632812,353.09490966796875,742.7411499023438,444.4605102539063,0.9765625,4123,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0036_rank_01.png
Cosmos2.5_0058,36,2,0.1570647805929184,0.8099867105484009,511.3998718261719,364.7414855957031,594.9918823242188,472.8073425292969,0.96875,5865,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0036_rank_02.png
Cosmos2.5_0058,39,1,0.5624645948410034,0.9621942043304444,680.7042846679688,353.3754272460937,742.6488647460938,444.2078247070313,0.9765625,4145,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0039_rank_01.png
Cosmos2.5_0058,39,2,0.3182624280452728,0.8470611572265625,511.2687683105469,372.1953125,591.9576416015625,479.93206787109375,0.97265625,5928,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0039_rank_02.png
Cosmos2.5_0058,39,3,0.1003346890211105,0.5482431650161743,420.0148315429688,100.35403442382812,1189.386474609375,696.7225341796875,0.98828125,138687,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0039_rank_03.png
Cosmos2.5_0058,42,1,0.5382283329963684,0.9665707349777222,680.6062622070312,353.2677917480469,742.5975952148438,444.1590881347656,0.9765625,4099,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0042_rank_01.png
Cosmos2.5_0058,42,2,0.3562753796577453,0.8377852439880371,510.7582092285156,377.0011596679688,591.7937622070312,484.0889892578125,0.97265625,5817,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0042_rank_02.png
Cosmos2.5_0058,42,3,0.1125428080558776,0.7015450596809387,426.318115234375,366.93353271484375,597.31103515625,533.2577514648438,0.95703125,15811,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0042_rank_03.png
Cosmos2.5_0058,45,1,0.5502910614013672,0.9499635696411132,678.3494873046875,353.3055114746094,742.962158203125,444.3297424316406,0.9765625,4175,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0045_rank_01.png
Cosmos2.5_0058,45,2,0.3102113306522369,0.8435566425323486,511.1474914550781,380.6829223632813,591.500732421875,488.063720703125,0.96875,5640,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0045_rank_02.png
Cosmos2.5_0058,45,3,0.1141653880476951,0.7072458863258362,426.1301879882813,375.8268737792969,595.2257080078125,532.833984375,0.97265625,15408,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0045_rank_03.png
Cosmos2.5_0058,48,1,0.538156270980835,0.9477757215499878,678.724609375,353.3514709472656,742.85791015625,444.3639831542969,0.9765625,4183,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0048_rank_01.png
Cosmos2.5_0058,48,2,0.3376995921134949,0.8169950246810913,509.5540161132813,385.016845703125,590.1975708007812,492.6192626953125,0.96484375,5633,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0048_rank_02.png
Cosmos2.5_0058,48,3,0.1040560528635978,0.7012025117874146,426.6246337890625,379.8245544433594,595.486083984375,532.8834228515625,0.97265625,14613,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0048_rank_03.png
Cosmos2.5_0058,51,1,0.5004051327705383,0.9572149515151978,680.5159912109375,353.52069091796875,742.2242431640625,444.223876953125,0.9765625,4128,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0051_rank_01.png
Cosmos2.5_0058,51,2,0.3893924653530121,0.8199961185455322,506.7321166992188,388.6074523925781,586.9387817382812,497.7288513183594,0.96875,5640,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0051_rank_02.png
Cosmos2.5_0058,51,3,0.1397786289453506,0.6713608503341675,426.09869384765625,384.38079833984375,593.4110717773438,532.5789794921875,0.97265625,14511,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0051_rank_03.png
Cosmos2.5_0058,54,1,0.4751045703887939,0.9588934183120728,680.0399169921875,353.47821044921875,742.3580322265625,444.26220703125,0.9765625,4135,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0054_rank_01.png
Cosmos2.5_0058,54,2,0.4241486191749573,0.7939081788063049,503.0570983886719,393.3851623535156,584.144775390625,499.8700256347656,0.96875,5460,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0054_rank_02.png
Cosmos2.5_0058,54,3,0.1747581958770752,0.6321759819984436,425.8198547363281,362.9905395507813,594.6793212890625,534.3684692382812,0.97265625,18929,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0054_rank_03.png
Cosmos2.5_0058,57,1,0.4778877198696136,0.9667527675628662,679.9296264648438,353.440673828125,742.4846801757812,444.2279052734375,0.9765625,4124,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0057_rank_01.png
Cosmos2.5_0058,57,2,0.4034358561038971,0.7419226765632629,501.0301513671875,397.6463623046875,581.034912109375,504.4580078125,0.96875,5495,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0057_rank_02.png
Cosmos2.5_0058,57,3,0.177697479724884,0.6624120473861694,425.4230041503906,367.0799255371094,593.7674560546875,534.155029296875,0.97265625,16682,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0057_rank_03.png
Cosmos2.5_0058,60,1,0.4938529431819916,0.960708498954773,680.9104614257812,353.406005859375,742.1215209960938,444.26220703125,0.9765625,4111,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0060_rank_01.png
Cosmos2.5_0058,60,2,0.3943619132041931,0.7349260449409485,499.15240478515625,400.4560241699219,579.9564819335938,507.6549987792969,0.96875,5686,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0060_rank_02.png
Cosmos2.5_0058,60,3,0.1465800702571869,0.6323423981666565,424.974365234375,365.3559265136719,596.0427856445312,536.3367919921875,0.96875,15252,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0060_rank_03.png
Cosmos2.5_0058,63,1,0.4783101975917816,0.9604950547218324,681.2732543945312,353.418701171875,742.1441040039062,444.3369140625,0.9765625,4096,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0063_rank_01.png
Cosmos2.5_0058,63,2,0.4089924693107605,0.7538061141967773,498.7957458496094,407.1002197265625,578.2486572265625,512.3473510742188,0.97265625,5747,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0063_rank_02.png
Cosmos2.5_0058,63,3,0.1374418884515762,0.658645510673523,425.833251953125,369.1022338867188,594.8775634765625,535.1476440429688,0.97265625,15825,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0063_rank_03.png
Cosmos2.5_0058,66,1,0.4598560631275177,0.9600965976715088,680.9459838867188,353.5023803710937,742.2683715820312,444.320556640625,0.9765625,4112,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0066_rank_01.png
Cosmos2.5_0058,66,2,0.4331423938274383,0.7697048187255859,498.8662109375,410.38177490234375,575.781494140625,515.1106567382812,0.97265625,5615,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0066_rank_02.png
Cosmos2.5_0058,66,3,0.1376673728227615,0.6803935170173645,426.72650146484375,368.84381103515625,594.9740600585938,536.1366577148438,0.97265625,14903,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0066_rank_03.png
Cosmos2.5_0058,69,1,0.4536914527416229,0.9580284953117372,681.3001708984375,353.5075378417969,742.4014892578125,444.3423156738281,0.9765625,4090,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0069_rank_01.png
Cosmos2.5_0058,69,2,0.4384068846702575,0.7915079593658447,497.1285400390625,412.6323852539063,574.093994140625,516.0894775390625,0.97265625,5575,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0069_rank_02.png
Cosmos2.5_0058,69,3,0.1647703647613525,0.6721082925796509,426.2669067382813,370.4571533203125,594.7488403320312,535.2493286132812,0.97265625,14742,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0069_rank_03.png
Cosmos2.5_0058,72,1,0.4602036476135254,0.9518972635269164,680.3870239257812,353.4758605957031,742.3983764648438,444.3374328613281,0.9765625,4116,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0072_rank_01.png
Cosmos2.5_0058,72,2,0.4414670169353485,0.8025610446929932,495.6589965820313,413.4008483886719,573.6698608398438,515.989501953125,0.97265625,5585,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0072_rank_02.png
Cosmos2.5_0058,72,3,0.1308354586362838,0.6838282346725464,426.783447265625,368.7061462402344,595.1703491210938,536.33837890625,0.96875,14421,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0072_rank_03.png
Cosmos2.5_0058,75,1,0.493634819984436,0.9494911432266236,680.5856323242188,353.4080810546875,742.3494262695312,444.3186645507813,0.9765625,4108,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0075_rank_01.png
Cosmos2.5_0058,75,2,0.409780889749527,0.7957359552383423,496.2454223632813,413.3518981933594,573.4946899414062,515.4853515625,0.9765625,5635,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0075_rank_02.png
Cosmos2.5_0058,75,3,0.1590864211320877,0.6856197118759155,425.6641540527344,369.86566162109375,594.603759765625,534.6234741210938,0.97265625,16878,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0075_rank_03.png
Cosmos2.5_0058,78,1,0.3923588097095489,0.9539085626602172,681.061279296875,353.5096130371094,742.2919921875,444.1585998535156,0.9765625,4087,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0078_rank_01.png
Cosmos2.5_0058,78,2,0.4856718778610229,0.826244056224823,494.172607421875,411.9179382324219,573.6556396484375,515.4898681640625,0.9765625,6019,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0078_rank_02.png
Cosmos2.5_0058,78,3,0.1561357527971267,0.7507103681564331,426.8240051269531,408.0986633300781,595.638671875,535.412841796875,0.97265625,13786,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0078_rank_03.png
Cosmos2.5_0058,81,1,0.4238159656524658,0.9580506682395936,680.6304321289062,353.6318664550781,742.3938598632812,443.9828796386719,0.9765625,4064,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0081_rank_01.png
Cosmos2.5_0058,81,2,0.4827053546905517,0.8198581337928772,493.7586059570313,410.91448974609375,573.5332641601562,514.668701171875,0.9765625,6204,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0081_rank_02.png
Cosmos2.5_0058,81,3,0.1752897500991821,0.7707918882369995,426.3098449707031,409.1421203613281,594.586669921875,535.0084838867188,0.97265625,14671,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0081_rank_03.png
Cosmos2.5_0058,84,1,0.3291292488574981,0.9569507241249084,680.2952880859375,353.56915283203125,742.3619384765625,443.91607666015625,0.9765625,4084,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0084_rank_01.png
Cosmos2.5_0058,84,2,0.5468974113464355,0.8640583157539368,493.9056396484375,410.5092468261719,573.177001953125,514.6681518554688,0.9765625,6205,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0084_rank_02.png
Cosmos2.5_0058,84,3,0.1763712167739868,0.75373375415802,426.057373046875,408.34674072265625,594.9039916992188,535.6572265625,0.96875,14890,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0084_rank_03.png
Cosmos2.5_0058,87,1,0.3055306673049927,0.9474856853485109,680.3811645507812,353.61053466796875,742.2468872070312,444.0665283203125,0.9765625,4095,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0087_rank_01.png
Cosmos2.5_0058,87,2,0.5670052766799927,0.8503103256225586,494.5123901367188,410.2599792480469,573.0829467773438,514.8800659179688,0.9765625,6174,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0087_rank_02.png
Cosmos2.5_0058,87,3,0.1726827621459961,0.7305176258087158,425.7874755859375,407.879150390625,594.9671630859375,536.0570678710938,0.96875,14951,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0087_rank_03.png
Cosmos2.5_0058,90,1,0.3416354358196258,0.9548293948173524,679.9697265625,353.6210021972656,742.3564453125,444.4375915527344,0.9765625,4119,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0090_rank_01.png
Cosmos2.5_0058,90,2,0.5301595330238342,0.800055742263794,495.0330505371094,412.0531005859375,572.65283203125,514.730224609375,0.97265625,5667,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0090_rank_02.png
Cosmos2.5_0058,90,3,0.172006294131279,0.7429452538490295,425.69635009765625,409.7033996582031,594.7765502929688,535.7485961914062,0.9609375,14032,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0090_rank_03.png
Cosmos2.5_0058,92,1,0.4761974215507507,0.9471067786216736,680.6201782226562,353.7198791503906,742.1624145507812,444.4213562011719,0.9765625,4102,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0092_rank_01.png
Cosmos2.5_0058,92,2,0.4200466871261596,0.7819436192512512,491.1019287109375,418.480224609375,572.5758056640625,514.7542724609375,0.96484375,5293,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0092_rank_02.png
Cosmos2.5_0058,92,3,0.1407248973846435,0.7415696382522583,426.0846557617188,414.5719909667969,594.5701904296875,535.0197143554688,0.9609375,12880,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0092_rank_03.png
Cosmos2.5_0060,0,1,0.7965797781944275,0.9544080495834352,798.7677612304688,345.1925354003906,860.8657836914062,432.2102355957031,0.97265625,3629,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0060/frame_0000_rank_01.png
Cosmos2.5_0060,3,1,0.7250688076019287,0.934721827507019,798.8189086914062,346.01153564453125,860.0453491210938,432.532470703125,0.97265625,3602,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0060/frame_0003_rank_01.png
Cosmos2.5_0060,6,1,0.5120589733123779,0.9552427530288696,799.9483642578125,345.86358642578125,862.172607421875,431.4744873046875,0.97265625,3650,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0060/frame_0006_rank_01.png
Cosmos2.5_0060,6,2,0.2673339247703552,0.8147038221359253,610.9964599609375,267.36376953125,716.02685546875,361.7911376953125,0.97265625,6181,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0060/frame_0006_rank_02.png
Cosmos2.5_0060,9,1,0.5171442627906799,0.8604556322097778,799.3892822265625,345.674072265625,861.422607421875,431.3566284179688,0.97265625,3624,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0060/frame_0009_rank_01.png
Cosmos2.5_0060,9,2,0.2539918422698974,0.7859861850738525,607.5974731445312,285.322265625,715.2509155273438,394.7994995117188,0.97265625,6766,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0060/frame_0009_rank_02.png
Cosmos2.5_0060,12,1,0.5547360777854919,0.8910324573516846,799.7464599609375,345.3026733398437,861.9925537109375,431.2495727539063,0.97265625,3623,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0060/frame_0012_rank_01.png
Cosmos2.5_0060,12,2,0.2471707314252853,0.8515874743461609,596.1577758789062,313.3143615722656,700.7748413085938,432.9964904785156,0.97265625,7022,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0060/frame_0012_rank_02.png
Cosmos2.5_0060,15,1,0.4570442140102386,0.9235683679580688,799.8908081054688,345.7207946777344,862.1109008789062,431.0669860839844,0.97265625,3609,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0060/frame_0015_rank_01.png
Cosmos2.5_0060,15,2,0.3553332984447479,0.8029992580413818,576.2774658203125,344.03179931640625,675.7535400390625,464.2242431640625,0.96484375,7038,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0060/frame_0015_rank_02.png
Cosmos2.5_0060,18,1,0.2826290428638458,0.9167910218238832,800.1346435546875,345.3514709472656,861.5421142578125,430.5504455566406,0.97265625,3639,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0060/frame_0018_rank_01.png
Cosmos2.5_0060,18,2,0.5821701884269714,0.7916936278343201,563.5824584960938,381.6675720214844,654.3281860351562,504.9140930175781,0.96875,7514,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0060/frame_0018_rank_02.png
Cosmos2.5_0060,21,1,0.2780613601207733,0.924846053123474,800.0222778320312,345.6922607421875,861.5978393554688,430.9481201171875,0.97265625,3623,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0060/frame_0021_rank_01.png
Cosmos2.5_0060,21,2,0.6073411107063293,0.8572152256965637,551.6072998046875,412.801513671875,639.84521484375,534.8841552734375,0.97265625,7957,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0060/frame_0021_rank_02.png
