case,frame,prompt,rank,gdino_score,phrase,x1,y1,x2,y2
Cosmos2.5_0058,42,white cup,2,0.35627537965774536,white cup,510.7582092285156,377.00115966796875,591.7937622070312,484.0889892578125
Cosmos2.5_0058,42,white cup,3,0.11254280805587769,white cup,426.318115234375,366.93353271484375,597.31103515625,533.2577514648438
Cosmos2.5_0058,45,white cup,1,0.5502910614013672,white cup,678.3494873046875,353.3055114746094,742.962158203125,444.3297424316406
Cosmos2.5_0058,45,white cup,2,0.31021133065223694,white cup,511.1474914550781,380.68292236328125,591.500732421875,488.063720703125
Cosmos2.5_0058,45,white cup,3,0.11416538804769516,white cup,426.13018798828125,375.8268737792969,595.2257080078125,532.833984375
Cosmos2.5_0058,48,white cup,1,0.538156270980835,white cup,678.724609375,353.3514709472656,742.85791015625,444.3639831542969
Cosmos2.5_0058,48,white cup,2,0.3376995921134949,white cup,509.55401611328125,385.016845703125,590.1975708007812,492.6192626953125
Cosmos2.5_0058,48,white cup,3,0.10405605286359787,white cup,426.6246337890625,379.8245544433594,595.486083984375,532.8834228515625
Cosmos2.5_0058,51,white cup,1,0.5004051327705383,white cup,680.5159912109375,353.52069091796875,742.2242431640625,444.223876953125
Cosmos2.5_0058,51,white cup,2,0.3893924653530121,white cup,506.73211669921875,388.6074523925781,586.9387817382812,497.7288513183594
Cosmos2.5_0058,51,white cup,3,0.13977862894535065,white cup,426.09869384765625,384.38079833984375,593.4110717773438,532.5789794921875
Cosmos2.5_0058,54,white cup,1,0.47510457038879395,white cup,680.0399169921875,353.47821044921875,742.3580322265625,444.26220703125
Cosmos2.5_0058,54,white cup,2,0.4241486191749573,white cup,503.0570983886719,393.3851623535156,584.144775390625,499.8700256347656
Cosmos2.5_0058,54,white cup,3,0.1747581958770752,white cup,425.8198547363281,362.99053955078125,594.6793212890625,534.3684692382812
Cosmos2.5_0058,57,white cup,1,0.47788771986961365,white cup,679.9296264648438,353.440673828125,742.4846801757812,444.2279052734375
Cosmos2.5_0058,57,white cup,2,0.4034358561038971,white cup,501.0301513671875,397.6463623046875,581.034912109375,504.4580078125
Cosmos2.5_0058,57,white cup,3,0.17769747972488403,white cup,425.4230041503906,367.0799255371094,593.7674560546875,534.155029296875
Cosmos2.5_0058,60,white cup,1,0.4938529431819916,white cup,680.9104614257812,353.406005859375,742.1215209960938,444.26220703125
Cosmos2.5_0058,60,white cup,2,0.3943619132041931,white cup,499.15240478515625,400.4560241699219,579.9564819335938,507.6549987792969
Cosmos2.5_0058,60,white cup,3,0.1465800702571869,white cup,424.974365234375,365.3559265136719,596.0427856445312,536.3367919921875
Cosmos2.5_0058,63,white cup,1,0.4783101975917816,white cup,681.2732543945312,353.418701171875,742.1441040039062,444.3369140625
Cosmos2.5_0058,63,white cup,2,0.4089924693107605,white cup,498.7957458496094,407.1002197265625,578.2486572265625,512.3473510742188
Cosmos2.5_0058,63,white cup,3,0.13744188845157623,white cup,425.833251953125,369.10223388671875,594.8775634765625,535.1476440429688
Cosmos2.5_0058,66,white cup,1,0.4598560631275177,white cup,680.9459838867188,353.50238037109375,742.2683715820312,444.320556640625
Cosmos2.5_0058,66,white cup,2,0.43314239382743835,white cup,498.8662109375,410.38177490234375,575.781494140625,515.1106567382812
Cosmos2.5_0058,66,white cup,3,0.13766737282276154,white cup,426.72650146484375,368.84381103515625,594.9740600585938,536.1366577148438
Cosmos2.5_0058,69,white cup,1,0.4536914527416229,white cup,681.3001708984375,353.5075378417969,742.4014892578125,444.3423156738281
Cosmos2.5_0058,69,white cup,2,0.43840688467025757,white cup,497.1285400390625,412.63238525390625,574.093994140625,516.0894775390625
Cosmos2.5_0058,69,white cup,3,0.16477036476135254,white cup,426.26690673828125,370.4571533203125,594.7488403320312,535.2493286132812
Cosmos2.5_0058,72,white cup,1,0.4602036476135254,white cup,680.3870239257812,353.4758605957031,742.3983764648438,444.3374328613281
Cosmos2.5_0058,72,white cup,2,0.4414670169353485,white cup,495.65899658203125,413.4008483886719,573.6698608398438,515.989501953125
Cosmos2.5_0058,72,white cup,3,0.13083545863628387,white cup,426.783447265625,368.7061462402344,595.1703491210938,536.33837890625
Cosmos2.5_0058,75,white cup,1,0.49363481998443604,white cup,680.5856323242188,353.4080810546875,742.3494262695312,444.31866455078125
Cosmos2.5_0058,75,white cup,2,0.409780889749527,white cup,496.24542236328125,413.3518981933594,573.4946899414062,515.4853515625
Cosmos2.5_0058,75,white cup,3,0.1590864211320877,white cup,425.6641540527344,369.86566162109375,594.603759765625,534.6234741210938
Cosmos2.5_0058,78,white cup,1,0.48567187786102295,white cup,494.172607421875,411.9179382324219,573.6556396484375,515.4898681640625
Cosmos2.5_0058,78,white cup,2,0.39235880970954895,white cup,681.061279296875,353.5096130371094,742.2919921875,444.1585998535156
Cosmos2.5_0058,78,white cup,3,0.15613575279712677,white cup,426.8240051269531,408.0986633300781,595.638671875,535.412841796875
Cosmos2.5_0058,81,white cup,1,0.48270535469055176,white cup,493.75860595703125,410.91448974609375,573.5332641601562,514.668701171875
Cosmos2.5_0058,81,white cup,2,0.4238159656524658,white cup,680.6304321289062,353.6318664550781,742.3938598632812,443.9828796386719
Cosmos2.5_0058,81,white cup,3,0.17528975009918213,white cup,426.3098449707031,409.1421203613281,594.586669921875,535.0084838867188
Cosmos2.5_0058,84,white cup,1,0.5468974113464355,white cup,493.9056396484375,410.5092468261719,573.177001953125,514.6681518554688
Cosmos2.5_0058,84,white cup,2,0.32912924885749817,white cup,680.2952880859375,353.56915283203125,742.3619384765625,443.91607666015625
Cosmos2.5_0058,84,white cup,3,0.17637121677398682,white cup,426.057373046875,408.34674072265625,594.9039916992188,535.6572265625
Cosmos2.5_0058,87,white cup,1,0.5670052766799927,white cup,494.51239013671875,410.2599792480469,573.0829467773438,514.8800659179688
Cosmos2.5_0058,87,white cup,2,0.3055306673049927,white cup,680.3811645507812,353.61053466796875,742.2468872070312,444.0665283203125
Cosmos2.5_0058,87,white cup,3,0.1726827621459961,white cup,425.7874755859375,407.879150390625,594.9671630859375,536.0570678710938
Cosmos2.5_0058,90,white cup,1,0.5301595330238342,white cup,495.0330505371094,412.0531005859375,572.65283203125,514.730224609375
Cosmos2.5_0058,90,white cup,2,0.34163543581962585,white cup,679.9697265625,353.6210021972656,742.3564453125,444.4375915527344
Cosmos2.5_0058,90,white cup,3,0.172006294131279,white cup,425.69635009765625,409.7033996582031,594.7765502929688,535.7485961914062
Cosmos2.5_0058,92,white cup,1,0.47619742155075073,white cup,680.6201782226562,353.7198791503906,742.1624145507812,444.4213562011719
Cosmos2.5_0058,92,white cup,2,0.42004668712615967,white cup,491.1019287109375,418.480224609375,572.5758056640625,514.7542724609375
Cosmos2.5_0058,92,white cup,3,0.14072489738464355,white cup,426.08465576171875,414.5719909667969,594.5701904296875,535.0197143554688
Cosmos2.5_0058,92,white cup,4,0.1275494396686554,white cup,425.52667236328125,179.10494995117188,637.1238403320312,533.239501953125
Cosmos2.5_0060,0,white cup,1,0.7965797781944275,white cup,798.7677612304688,345.1925354003906,860.8657836914062,432.2102355957031
Cosmos2.5_0060,3,white cup,1,0.7250688076019287,white cup,798.8189086914062,346.01153564453125,860.0453491210938,432.532470703125
Cosmos2.5_0060,6,white cup,1,0.5120589733123779,white cup,799.9483642578125,345.86358642578125,862.172607421875,431.4744873046875
Cosmos2.5_0060,6,white cup,2,0.2673339247703552,white cup,610.9964599609375,267.36376953125,716.02685546875,361.7911376953125
Cosmos2.5_0060,9,white cup,1,0.5171442627906799,white cup,799.3892822265625,345.674072265625,861.422607421875,431.35662841796875
Cosmos2.5_0060,9,white cup,2,0.25399184226989746,white cup,607.5974731445312,285.322265625,715.2509155273438,394.79949951171875
Cosmos2.5_0060,12,white cup,1,0.5547360777854919,white cup,799.7464599609375,345.30267333984375,861.9925537109375,431.24957275390625
Cosmos2.5_0060,12,white cup,2,0.24717073142528534,white cup,596.1577758789062,313.3143615722656,700.7748413085938,432.9964904785156
Cosmos2.5_0060,15,white cup,1,0.45704421401023865,white cup,799.8908081054688,345.7207946777344,862.1109008789062,431.0669860839844
Cosmos2.5_0060,15,white cup,2,0.3553332984447479,white cup,576.2774658203125,344.03179931640625,675.7535400390625,464.2242431640625
Cosmos2.5_0060,18,white cup,1,0.5821701884269714,white cup,563.5824584960938,381.6675720214844,654.3281860351562,504.9140930175781
Cosmos2.5_0060,18,white cup,2,0.2826290428638458,white cup,800.1346435546875,345.3514709472656,861.5421142578125,430.5504455566406
Cosmos2.5_0060,21,white cup,1,0.6073411107063293,white cup,551.6072998046875,412.801513671875,639.84521484375,534.8841552734375
Cosmos2.5_0060,21,white cup,2,0.2780613601207733,white cup,800.0222778320312,345.6922607421875,861.5978393554688,430.9481201171875
Cosmos2.5_0060,24,white cup,1,0.6531069874763489,white cup,540.3792114257812,429.16680908203125,629.6876831054688,553.2764892578125
Cosmos2.5_0060,24,white cup,2,0.2578718364238739,white cup,800.0957641601562,345.620849609375,861.9013061523438,430.67291259765625
Cosmos2.5_0060,27,white cup,1,0.6065166592597961,white cup,530.7686157226562,433.7118835449219,619.6961059570312,556.5320434570312
Cosmos2.5_0060,27,white cup,2,0.2736991047859192,white cup,799.8338623046875,345.6104431152344,861.9029541015625,431.0094909667969
Cosmos2.5_0060,30,white cup,1,0.6088277101516724,white cup,516.0345458984375,422.3392333984375,602.619140625,542.8760375976562
Cosmos2.5_0060,30,white cup,2,0.2653024196624756,white cup,799.8897705078125,345.31610107421875,861.8966064453125,430.9520263671875
Cosmos2.5_0060,33,white cup,1,0.5899772047996521,white cup,506.76434326171875,402.97003173828125,589.4608764648438,516.6415405273438
Cosmos2.5_0060,33,white cup,2,0.2453858107328415,white cup,799.8565063476562,345.528076171875,861.6747436523438,430.97271728515625
Cosmos2.5_0060,33,white cup,3,0.11440140008926392,white cup,426.70904541015625,401.26702880859375,597.2100830078125,534.5675048828125
Cosmos2.5_0060,36,white cup,1,0.5770455002784729,white cup,506.3679504394531,396.9525451660156,584.9161987304688,504.1101379394531
Cosmos2.5_0060,36,white cup,2,0.29197338223457336,white cup,799.7902221679688,345.8637390136719,861.5844116210938,430.9886169433594
Cosmos2.5_0060,36,white cup,3,0.10844780504703522,white cup,426.934814453125,394.78863525390625,596.1138916015625,534.3812866210938
Cosmos2.5_0060,39,white cup,1,0.5282092094421387,white cup,508.7149963378906,390.936767578125,586.5253295898438,496.4962158203125
Cosmos2.5_0060,39,white cup,2,0.3345230221748352,white cup,799.7569580078125,345.6829528808594,861.577880859375,430.9089660644531
Cosmos2.5_0060,39,white cup,3,0.11543205380439758,white cup,426.8144836425781,388.45611572265625,596.7405395507812,534.0162353515625
Cosmos2.5_0060,42,white cup,1,0.5110301375389099,white cup,508.4414978027344,391.26605224609375,585.7271118164062,494.96002197265625
Cosmos2.5_0060,42,white cup,2,0.35465025901794434,white cup,799.6256713867188,345.64794921875,861.5225219726562,430.90606689453125
Cosmos2.5_0060,42,white cup,3,0.11952800303697586,white cup,426.7355041503906,388.6647033691406,596.32958984375,533.9228515625
Cosmos2.5_0060,42,white cup,4,0.10578577220439911,white,780.5162963867188,328.384765625,880.6427612304688,447.76251220703125
Cosmos2.5_0060,45,white cup,1,0.4972183108329773,white cup,508.93609619140625,391.6039733886719,585.6909790039062,494.3995666503906
Cosmos2.5_0060,45,white cup,2,0.35866230726242065,white cup,799.6466064453125,345.64837646484375,861.5303955078125,431.03253173828125
Cosmos2.5_0060,45,white cup,3,0.12441587448120117,white cup,426.9204406738281,388.9834289550781,596.7770385742188,533.851318359375
Cosmos2.5_0060,45,white cup,4,0.11220231652259827,white cup,780.858642578125,329.18499755859375,879.984619140625,447.38555908203125
Cosmos2.5_0060,45,white cup,5,0.10014756768941879,cup,423.7842712402344,226.22666931152344,596.12158203125,533.6510620117188
Cosmos2.5_0060,48,white cup,1,0.49225297570228577,white cup,508.0173034667969,395.752685546875,583.5079956054688,496.86798095703125
Cosmos2.5_0060,48,white cup,2,0.38047531247138977,white cup,799.6132202148438,345.8426818847656,861.4417114257812,431.0131530761719
Cosmos2.5_0060,48,white cup,3,0.12655293941497803,white cup,426.85186767578125,393.1419677734375,595.9581909179688,533.829833984375
Cosmos2.5_0060,48,white cup,4,0.11232000589370728,white cup,780.408203125,328.90142822265625,880.562744140625,447.67254638671875
Cosmos2.5_0060,48,white cup,5,0.10626315325498581,white cup,424.4911804199219,229.68580627441406,596.4798583984375,533.227783203125
Cosmos2.5_0060,48,white cup,6,0.10377314686775208,cup,423.13861083984375,120.3714599609375,1190.8134765625,696.2176513671875
Cosmos2.5_0060,51,white cup,1,0.562938392162323,white cup,506.5590515136719,398.7519226074219,580.5028686523438,499.8453063964844
Cosmos2.5_0060,51,white cup,2,0.29979729652404785,white cup,799.8721313476562,345.70556640625,861.2632446289062,431.1661376953125
Cosmos2.5_0060,51,white cup,3,0.11563626676797867,white cup,427.003662109375,396.12261962890625,596.449951171875,534.287353515625
Cosmos2.5_0060,51,white cup,4,0.10517382621765137,white,781.3585205078125,329.87237548828125,879.7442626953125,447.4971923828125
Cosmos2.5_0060,54,white cup,1,0.5697845220565796,white cup,504.7493896484375,403.04986572265625,578.907470703125,501.78668212890625
Cosmos2.5_0060,54,white cup,2,0.2953166961669922,white cup,799.7698974609375,345.6373596191406,861.3162841796875,431.2044372558594
Cosmos2.5_0060,54,white cup,3,0.11437026411294937,white cup,426.61614990234375,400.476806640625,596.290283203125,534.6306762695312
Cosmos2.5_0060,54,white cup,4,0.10244858264923096,white,781.2348022460938,329.3409118652344,880.5195922851562,447.7149353027344
Cosmos2.5_0060,57,white cup,1,0.5639785528182983,white cup,501.968994140625,407.0244140625,575.20556640625,506.3267822265625
Cosmos2.5_0060,57,white cup,2,0.2772189676761627,white cup,799.7813110351562,345.77703857421875,861.3430786132812,431.38525390625
Cosmos2.5_0060,57,white cup,3,0.13873624801635742,white cup,426.4476013183594,404.7083435058594,595.5554809570312,534.9429931640625
Cosmos2.5_0060,57,white cup,4,0.10413284599781036,white,781.7019653320312,330.27752685546875,879.8994750976562,447.59765625
Cosmos2.5_0060,60,white cup,1,0.556982696056366,white cup,501.6961669921875,408.05810546875,574.6031494140625,511.19189453125
Cosmos2.5_0060,60,white cup,2,0.27647876739501953,white cup,799.704345703125,345.6733093261719,861.36376953125,431.1915588378906
Cosmos2.5_0060,60,white cup,3,0.14309026300907135,white cup,426.7117919921875,405.6643981933594,595.62109375,535.3411254882812
Cosmos2.5_0060,60,white cup,4,0.1036490648984909,white,781.8104858398438,330.0918273925781,879.5409545898438,447.4313049316406
Cosmos2.5_0060,63,white cup,1,0.5543673634529114,white cup,500.84161376953125,411.879150390625,573.4541625976562,512.3388061523438
Cosmos2.5_0060,63,white cup,2,0.2768930494785309,white cup,799.7294311523438,345.6400146484375,861.5036010742188,431.3602294921875
Cosmos2.5_0060,63,white cup,3,0.13735315203666687,white cup,426.7632141113281,409.420166015625,595.9444580078125,535.412109375
Cosmos2.5_0060,63,white cup,4,0.10217069834470749,white,781.056396484375,329.6209716796875,880.618408203125,447.97515869140625
Cosmos2.5_0060,66,white cup,1,0.5521205067634583,white cup,500.72894287109375,414.6143798828125,572.4132690429688,513.9132080078125
Cosmos2.5_0060,66,white cup,2,0.2843210697174072,white cup,799.5711059570312,345.6698913574219,861.4902954101562,431.3015441894531
Cosmos2.5_0060,66,white cup,3,0.13107453286647797,white cup,426.95166015625,412.2727966308594,595.8456420898438,535.3841552734375
Cosmos2.5_0060,66,white cup,4,0.10308776795864105,white,781.15673828125,329.69085693359375,880.0731201171875,447.59600830078125
Cosmos2.5_0060,69,white cup,1,0.5483742952346802,white cup,498.9344177246094,415.31097412109375,572.1376953125,514.1458740234375
Cosmos2.5_0060,69,white cup,2,0.28225913643836975,white cup,799.8248291015625,345.71417236328125,861.58154296875,431.12451171875
Cosmos2.5_0060,69,white cup,3,0.13971571624279022,white cup,427.20098876953125,413.2806396484375,595.5492553710938,535.3355712890625
Cosmos2.5_0060,69,white cup,4,0.10373814404010773,white,781.5770263671875,329.85137939453125,879.9298095703125,447.50140380859375
Cosmos2.5_0060,69,white cup,5,0.10125396400690079,cup,426.10369873046875,237.75021362304688,602.1370239257812,533.4464111328125
Cosmos2.5_0060,72,white cup,1,0.570430338382721,white cup,498.07080078125,415.55609130859375,572.0849609375,514.32568359375
Cosmos2.5_0060,72,white cup,2,0.25637003779411316,white cup,799.6759643554688,345.6603088378906,861.5083618164062,431.2119445800781
Cosmos2.5_0060,72,white cup,3,0.13168981671333313,white cup,427.074462890625,413.2755126953125,595.5543212890625,535.2198486328125
Cosmos2.5_0060,75,white cup,1,0.5486880540847778,white cup,500.2656555175781,415.28436279296875,572.130126953125,513.7437133789062
Cosmos2.5_0060,75,white cup,2,0.2954943776130676,white cup,799.681884765625,345.7067565917969,861.42041015625,431.2380065917969
Cosmos2.5_0060,75,white cup,3,0.12410876899957657,white cup,427.1554870605469,413.2376403808594,595.5381469726562,535.2326049804688
Cosmos2.5_0060,75,white cup,4,0.1050635278224945,white,781.6841430664062,329.745849609375,879.6015014648438,447.400146484375
Cosmos2.5_0060,78,white cup,1,0.5602083206176758,white cup,500.09130859375,415.2565002441406,572.1343994140625,513.4102783203125
Cosmos2.5_0060,78,white cup,2,0.2794407606124878,white cup,799.6618041992188,345.78277587890625,861.5115356445312,431.21728515625
Cosmos2.5_0060,78,white cup,3,0.12192629277706146,white cup,427.1438293457031,412.8235168457031,595.5145874023438,535.3515625
Cosmos2.5_0060,78,white cup,4,0.10073377937078476,white,781.3422241210938,329.6977844238281,880.1080932617188,447.6124572753906
Cosmos2.5_0060,78,white cup,5,0.100485660135746,cup,425.8467712402344,235.93280029296875,603.3867797851562,533.9534912109375
Cosmos2.5_0060,81,white cup,1,0.5474953651428223,white cup,500.08642578125,414.3879699707031,572.0355224609375,513.4961547851562
Cosmos2.5_0060,81,white cup,2,0.3085498809814453,white cup,799.6489868164062,345.79888916015625,861.5642700195312,431.07568359375
Cosmos2.5_0060,81,white cup,3,0.1368582844734192,white cup,426.6231689453125,411.8681945800781,595.5084228515625,535.4872436523438
Cosmos2.5_0060,81,white cup,4,0.10860129445791245,white cup,781.5438232421875,329.4806823730469,879.824462890625,447.5390930175781
Cosmos2.5_0060,84,white cup,1,0.5164089798927307,white cup,498.5045166015625,415.00262451171875,571.7255859375,513.529296875
Cosmos2.5_0060,84,white cup,2,0.3734349012374878,white cup,799.5682373046875,345.7018737792969,861.556640625,431.2349548339844
Cosmos2.5_0060,84,white cup,3,0.15472783148288727,white cup,426.4796142578125,412.27581787109375,595.1884765625,535.2649536132812
Cosmos2.5_0060,84,white cup,4,0.11709671467542648,white cup,781.0430908203125,329.28619384765625,880.004150390625,447.731201171875
Cosmos2.5_0060,87,white cup,1,0.5292679667472839,white cup,497.9880676269531,414.77947998046875,571.5640258789062,513.5603637695312
Cosmos2.5_0060,87,white cup,2,0.34465092420578003,white cup,799.588623046875,345.5720520019531,861.640380859375,431.0856628417969
Cosmos2.5_0060,87,white cup,3,0.14971700310707092,white cup,426.45428466796875,411.9381103515625,595.1757202148438,535.34521484375
Cosmos2.5_0060,87,white cup,4,0.10884322971105576,white cup,781.0206909179688,328.5478820800781,880.3494262695312,447.6091003417969
Cosmos2.5_0060,90,white cup,1,0.45269447565078735,white cup,499.7170104980469,413.6897888183594,570.9494018554688,513.894287109375
Cosmos2.5_0060,90,white cup,2,0.44034290313720703,white cup,799.535888671875,345.51641845703125,861.6781005859375,431.17120361328125
Cosmos2.5_0060,90,white cup,3,0.15195070207118988,white cup,426.412353515625,410.0037536621094,594.6904907226562,535.2862548828125
Cosmos2.5_0060,90,white cup,4,0.12258493900299072,white cup,425.7541809082031,195.26039123535156,612.9251708984375,533.9556274414062
Cosmos2.5_0060,90,white cup,5,0.12071790546178818,white cup,780.2501831054688,327.6893005371094,881.0908813476562,448.1770324707031
Cosmos2.5_0060,92,white cup,1,0.5219985246658325,white cup,799.486083984375,345.3768310546875,861.6834716796875,431.2958984375
Cosmos2.5_0060,92,white cup,2,0.38674816489219666,white cup,503.054931640625,414.78656005859375,570.8045654296875,513.9628295898438
Cosmos2.5_0060,92,white cup,3,0.1193288043141365,white cup,426.39788818359375,411.123779296875,594.0916137695312,534.8384399414062
Cosmos2.5_0060,92,white cup,4,0.10469289869070053,white,779.517578125,326.33795166015625,883.53857421875,449.096435546875
Cosmos3_seed101_0010,0,white cup,1,0.5879442095756531,white cup,435.65484619140625,175.09405517578125,594.2787475585938,372.3223876953125
Cosmos3_seed101_0010,0,white cup,2,0.42463064193725586,white cup,371.0272216796875,379.5838928222656,442.347412109375,484.8014221191406
Cosmos3_seed101_0010,3,white cup,1,0.5801275968551636,white cup,435.7898254394531,174.96487426757812,594.7337646484375,372.1663513183594
Cosmos3_seed101_0010,3,white cup,2,0.4537060856819153,white cup,371.081298828125,379.5525817871094,442.6048583984375,484.6231384277344
Cosmos3_seed101_0010,6,white cup,1,0.5979622006416321,white cup,435.5570373535156,174.94192504882812,594.5106201171875,372.3760681152344
Cosmos3_seed101_0010,6,white cup,2,0.4426511824131012,white cup,371.0858459472656,379.5187072753906,442.3147277832031,484.4908752441406
Cosmos3_seed101_0010,9,white cup,1,0.6225875616073608,white cup,435.39996337890625,175.13604736328125,594.2903442382812,372.3524169921875
Cosmos3_seed101_0010,9,white cup,2,0.437945157289505,white cup,370.9770202636719,379.5126647949219,442.2657165527344,484.3276672363281
Cosmos3_seed101_0010,12,white cup,1,0.5397029519081116,white cup,435.1920471191406,174.62469482421875,594.3226318359375,371.806640625
Cosmos3_seed101_0010,12,white cup,2,0.523044764995575,white cup,371.06524658203125,378.7078552246094,442.26043701171875,483.9080505371094
Cosmos3_seed101_0010,15,white cup,1,0.625860869884491,white cup,435.39349365234375,175.06210327148438,594.4203491210938,372.1931457519531
Cosmos3_seed101_0010,15,white cup,2,0.4799087345600128,white cup,371.03076171875,379.3911437988281,442.32769775390625,484.2522888183594
Cosmos3_seed101_0010,18,white cup,1,0.6577567458152771,white cup,435.2218322753906,175.4405975341797,594.4005126953125,372.26513671875
Cosmos3_seed101_0010,18,white cup,2,0.44005489349365234,white cup,370.9809875488281,379.60284423828125,442.3814392089844,484.72833251953125
Cosmos3_seed101_0010,21,white cup,1,0.6202250719070435,white cup,435.4922790527344,175.0804443359375,594.4892578125,372.154541015625
Cosmos3_seed101_0010,21,white cup,2,0.43993884325027466,white cup,371.0011291503906,379.2345275878906,442.5225524902344,484.5195007324219
Cosmos3_seed101_0010,24,white cup,1,0.6024268865585327,white cup,435.51446533203125,175.18276977539062,594.4091186523438,372.4474182128906
Cosmos3_seed101_0010,24,white cup,2,0.47265130281448364,white cup,371.1270751953125,379.7645568847656,442.48101806640625,484.8121643066406
Cosmos3_seed101_0010,27,white cup,1,0.549601137638092,white cup,435.4971923828125,174.00180053710938,594.6744384765625,371.8325500488281
Cosmos3_seed101_0010,27,white cup,2,0.48622846603393555,white cup,371.2620849609375,378.58013916015625,442.6539306640625,483.79901123046875
Cosmos3_seed101_0010,30,white cup,1,0.591838538646698,white cup,435.7706298828125,174.1680908203125,594.6656494140625,372.09613037109375
Cosmos3_seed101_0010,30,white cup,2,0.44353383779525757,white cup,371.32196044921875,378.858642578125,442.80596923828125,484.2568359375
Cosmos3_seed101_0010,33,white cup,1,0.6513411998748779,white cup,435.9116516113281,174.9931640625,594.8033447265625,372.03564453125
Cosmos3_seed101_0010,33,white cup,2,0.37609460949897766,white cup,371.3088684082031,378.85400390625,442.7724914550781,484.2811279296875
Cosmos3_seed101_0010,36,white cup,1,0.5186107158660889,white cup,435.6714782714844,174.64157104492188,594.883544921875,372.1970520019531
Cosmos3_seed101_0010,36,white cup,2,0.478910356760025,white cup,371.13067626953125,378.8458251953125,442.90179443359375,484.22052001953125
Cosmos3_seed101_0010,39,white cup,1,0.6157688498497009,white cup,435.9000244140625,174.90538024902344,594.5010986328125,371.97332763671875
Cosmos3_seed101_0010,39,white cup,2,0.40856972336769104,white cup,371.3310546875,379.1806945800781,442.64044189453125,484.3454895019531
Cosmos3_seed101_0010,42,white cup,1,0.5793766379356384,white cup,435.73028564453125,174.7276611328125,594.3690795898438,372.144287109375
Cosmos3_seed101_0010,42,white cup,2,0.4297561049461365,white cup,371.14935302734375,378.81866455078125,442.5606689453125,484.38531494140625
Cosmos3_seed101_0010,45,white cup,1,0.6100451946258545,white cup,435.7969970703125,174.66986083984375,594.3358154296875,372.18597412109375
Cosmos3_seed101_0010,45,white cup,2,0.38872939348220825,white cup,371.232666015625,378.8022766113281,442.63262939453125,484.4070129394531
