case,frame,prompt,rank,gdino_score,phrase,x1,y1,x2,y2
Cosmos2.5_0036,18,white tape roll,4,0.13913340866565704,white tape roll,489.4900817871094,144.52883911132812,503.9403381347656,188.93905639648438
Cosmos2.5_0036,18,white tape roll,5,0.12103711813688278,white tape roll,1131.7099609375,647.3794555664062,1242.61962890625,701.7802124023438
Cosmos2.5_0036,21,white tape roll,1,0.7290360331535339,white tape roll,664.0333251953125,338.43548583984375,759.2269287109375,409.03350830078125
Cosmos2.5_0036,21,white tape roll,2,0.23020055890083313,white tape roll,628.722900390625,21.592864990234375,1208.9515380859375,700.249755859375
Cosmos2.5_0036,21,white tape roll,3,0.15544314682483673,white tape roll,633.600341796875,140.64349365234375,748.1953125,264.87176513671875
Cosmos2.5_0036,21,white tape roll,4,0.13136403262615204,white tape roll,1131.731689453125,647.3486328125,1243.190185546875,701.74853515625
Cosmos2.5_0036,21,white tape roll,5,0.12223322689533234,white tape roll,489.6213684082031,144.6977081298828,504.1451721191406,189.45985412597656
Cosmos2.5_0036,24,white tape roll,1,0.749562680721283,white tape roll,663.5512084960938,338.92340087890625,758.9306030273438,409.53253173828125
Cosmos2.5_0036,24,white tape roll,2,0.20193445682525635,white tape roll,626.6151123046875,27.885467529296875,1195.2764892578125,700.295166015625
Cosmos2.5_0036,24,white tape roll,3,0.14625994861125946,white tape roll,489.5401916503906,143.9514923095703,504.1542663574219,189.5367889404297
Cosmos2.5_0036,24,white tape roll,4,0.11573205888271332,white tape roll,1131.7225341796875,647.5691528320312,1243.3265380859375,701.6701049804688
Cosmos2.5_0036,27,white tape roll,1,0.712012529373169,white tape roll,662.8135375976562,339.47808837890625,758.7031860351562,409.53570556640625
Cosmos2.5_0036,27,white tape roll,2,0.22524791955947876,white tape roll,641.5884399414062,43.77130126953125,1165.5068359375,700.1795043945312
Cosmos2.5_0036,27,white tape roll,3,0.14939451217651367,white tape roll,489.40142822265625,143.993896484375,503.96807861328125,188.7955322265625
Cosmos2.5_0036,27,white tape roll,4,0.12299946695566177,white tape roll,1131.0355224609375,647.0538330078125,1243.2218017578125,701.74267578125
Cosmos2.5_0036,27,white tape roll,5,0.10789750516414642,white tape roll,646.4863891601562,160.747314453125,743.6022338867188,277.0985412597656
Cosmos2.5_0036,30,white tape roll,1,0.672636866569519,white tape roll,662.5264282226562,339.618408203125,758.6376342773438,409.67596435546875
Cosmos2.5_0036,30,white tape roll,2,0.2372792661190033,white tape roll,640.4244384765625,49.98748779296875,1162.2723388671875,700.0567016601562
Cosmos2.5_0036,30,white tape roll,3,0.1376660019159317,white tape roll,645.13720703125,160.9628143310547,741.8702392578125,281.6420593261719
Cosmos2.5_0036,30,white tape roll,4,0.12696562707424164,white tape roll,489.0213928222656,144.04312133789062,504.1934509277344,189.17758178710938
Cosmos2.5_0036,30,white tape roll,5,0.11036679893732071,white tape roll,1131.048828125,646.5531005859375,1242.5498046875,701.8028564453125
Cosmos2.5_0036,30,white tape roll,6,0.10243532061576843,white tape roll,1136.7413330078125,375.4500427246094,1162.3541259765625,450.4572448730469
Cosmos2.5_0036,33,white tape roll,1,0.6586223244667053,white tape roll,661.3870849609375,335.4938049316406,757.6541748046875,406.8302917480469
Cosmos2.5_0036,33,white tape roll,2,0.2551440894603729,white tape roll,651.810302734375,47.457794189453125,1166.28466796875,700.1116943359375
Cosmos2.5_0036,33,white tape roll,3,0.17723575234413147,white tape roll,654.1627197265625,155.61419677734375,748.58740234375,274.54150390625
Cosmos2.5_0036,33,white tape roll,4,0.1347498744726181,white tape roll,488.7166748046875,144.22991943359375,504.159912109375,189.13247680664062
Cosmos2.5_0036,33,white tape roll,5,0.12030598521232605,white tape roll,1131.390625,646.7924194335938,1243.119140625,701.6616821289062
Cosmos2.5_0036,36,white tape roll,1,0.6589933633804321,white tape roll,659.4457397460938,325.0118408203125,750.0657348632812,395.85699462890625
Cosmos2.5_0036,36,white tape roll,2,0.25016406178474426,white tape roll,661.3814086914062,43.356781005859375,1168.688720703125,700.54931640625
Cosmos2.5_0036,36,white tape roll,3,0.20388245582580566,white tape roll,666.0265502929688,150.1883087158203,756.2445678710938,243.05955505371094
Cosmos2.5_0036,36,white tape roll,4,0.13962018489837646,white tape roll,488.3779296875,144.2716064453125,503.9927978515625,188.958740234375
Cosmos2.5_0036,36,white tape roll,5,0.1351936161518097,white tape roll,1134.9052734375,380.21923828125,1167.9189453125,458.23870849609375
Cosmos2.5_0036,36,white tape roll,6,0.13174617290496826,white tape roll,1131.18798828125,647.0445556640625,1242.98046875,701.71240234375
Cosmos2.5_0036,36,white tape roll,7,0.10532955080270767,white tape roll,656.020263671875,149.499755859375,757.6546630859375,396.541259765625
Cosmos2.5_0036,39,white tape roll,1,0.7286266088485718,white tape roll,660.5685424804688,319.05364990234375,749.9375610351562,395.15484619140625
Cosmos2.5_0036,39,white tape roll,2,0.2109590768814087,white tape roll,658.4209594726562,43.40838623046875,1168.920166015625,700.1826171875
Cosmos2.5_0036,39,white tape roll,3,0.16765455901622772,white tape roll,667.2238159179688,150.47833251953125,759.2258911132812,269.1515808105469
Cosmos2.5_0036,39,white tape roll,4,0.12048113346099854,white tape roll,1133.4149169921875,380.93975830078125,1167.6278076171875,458.01922607421875
Cosmos2.5_0036,39,white tape roll,5,0.1184162050485611,white tape roll,488.55511474609375,144.30873107910156,503.57550048828125,189.24571228027344
Cosmos2.5_0036,42,white tape roll,1,0.753104567527771,white tape roll,660.4406127929688,318.9613342285156,749.7631225585938,395.0944519042969
Cosmos2.5_0036,42,white tape roll,2,0.1947665959596634,white tape roll,660.5687255859375,43.301666259765625,1168.5328369140625,700.1124267578125
Cosmos2.5_0036,42,white tape roll,3,0.13938826322555542,white tape roll,666.9813842773438,150.61367797851562,758.9048461914062,269.47308349609375
Cosmos2.5_0036,42,white tape roll,4,0.12268254160881042,white tape roll,1133.55224609375,380.8991394042969,1167.53076171875,457.3186340332031
Cosmos2.5_0036,42,white tape roll,5,0.10328048467636108,white tape roll,488.692626953125,144.90884399414062,503.6483154296875,188.983154296875
Cosmos2.5_0036,45,white tape roll,1,0.7475442886352539,white tape roll,661.1398315429688,317.9548645019531,750.3163452148438,394.3575744628906
Cosmos2.5_0036,45,white tape roll,2,0.20014487206935883,white tape roll,659.365234375,42.242584228515625,1169.36083984375,700.3719482421875
Cosmos2.5_0036,45,white tape roll,3,0.12020201236009598,white tape roll,668.1653442382812,150.16275024414062,759.3910522460938,268.3314208984375
Cosmos2.5_0036,45,white tape roll,4,0.11408402025699615,white tape roll,1133.919921875,381.3565979003906,1167.669189453125,457.5909729003906
Cosmos2.5_0036,45,white tape roll,5,0.10611360520124435,white tape roll,488.7752380371094,145.20437622070312,503.5222473144531,188.70486450195312
Cosmos2.5_0036,48,white tape roll,1,0.7405995726585388,white tape roll,662.4335327148438,313.3133239746094,753.9834594726562,396.1528625488281
Cosmos2.5_0036,48,white tape roll,2,0.20088540017604828,white tape roll,662.3316650390625,37.36700439453125,1174.020751953125,700.36279296875
Cosmos2.5_0036,48,white tape roll,3,0.12731200456619263,white tape roll,670.92431640625,147.21151733398438,762.0328369140625,266.07232666015625
Cosmos2.5_0036,48,white tape roll,4,0.11592059582471848,white tape roll,488.6259765625,145.06126403808594,503.5765380859375,188.68370056152344
Cosmos2.5_0036,48,white tape roll,5,0.10136032104492188,tape,1131.515380859375,647.112060546875,1242.631591796875,701.6500244140625
Cosmos2.5_0036,51,white tape roll,1,0.7234309911727905,white tape roll,658.5010375976562,318.1065673828125,751.2390747070312,405.3551025390625
Cosmos2.5_0036,51,white tape roll,2,0.2063644528388977,white tape roll,660.0943603515625,37.332183837890625,1175.669921875,700.365966796875
Cosmos2.5_0036,51,white tape roll,3,0.18458206951618195,white tape roll,666.5818481445312,148.6273193359375,757.8268432617188,266.51739501953125
Cosmos2.5_0036,51,white tape roll,4,0.12567754089832306,white tape roll,488.6157531738281,144.80001831054688,503.9081726074219,188.94131469726562
Cosmos2.5_0036,51,white tape roll,5,0.11883144080638885,white tape roll,655.1437377929688,148.1543731689453,757.8059692382812,405.8870849609375
Cosmos2.5_0036,51,white tape roll,6,0.10541185736656189,white tape roll,1131.7354736328125,647.2476196289062,1242.5780029296875,701.7410278320312
Cosmos2.5_0036,54,white tape roll,1,0.706595242023468,white tape roll,651.613525390625,323.7001647949219,746.1556396484375,414.0206604003906
Cosmos2.5_0036,54,white tape roll,2,0.22640439867973328,white tape roll,651.5318603515625,39.578155517578125,1174.5850830078125,700.62744140625
Cosmos2.5_0036,54,white tape roll,3,0.15998142957687378,white tape roll,656.2776489257812,152.05923461914062,755.8405151367188,270.7123107910156
Cosmos2.5_0036,54,white tape roll,4,0.12321344763040543,white tape roll,488.6751708984375,145.28953552246094,504.021484375,188.55189514160156
Cosmos2.5_0036,54,white tape roll,5,0.12190405279397964,white tape roll,1131.8909912109375,647.1166381835938,1242.5450439453125,701.7285766601562
Cosmos2.5_0036,54,white tape roll,6,0.10663822293281555,white tape roll,647.318115234375,151.6827850341797,751.5062255859375,414.6395263671875
Cosmos2.5_0036,57,white tape roll,1,0.599968433380127,white tape roll,642.6390991210938,327.79449462890625,739.2131958007812,416.40631103515625
Cosmos2.5_0036,57,white tape roll,2,0.3116167485713959,white tape roll,641.3023681640625,42.761444091796875,1167.402587890625,700.164794921875
Cosmos2.5_0036,57,white tape roll,3,0.15864212810993195,white tape roll,649.14208984375,154.90365600585938,749.7822265625,273.759521484375
Cosmos2.5_0036,57,white tape roll,4,0.15093648433685303,white tape roll,1132.03564453125,647.1201171875,1242.8583984375,701.7735595703125
Cosmos2.5_0036,57,white tape roll,5,0.13943156599998474,white tape roll,488.8248291015625,145.46707153320312,504.0498046875,188.56045532226562
Cosmos2.5_0036,57,white tape roll,6,0.11943211406469345,white tape roll,912.3223876953125,468.888916015625,1111.219970703125,701.549072265625
Cosmos2.5_0036,57,white tape roll,7,0.10301417857408524,white tape roll,637.6244506835938,154.50949096679688,746.6200561523438,417.2503356933594
Cosmos2.5_0036,60,white tape roll,1,0.6892770528793335,white tape roll,638.76513671875,328.8462829589844,736.2227783203125,416.5013732910156
Cosmos2.5_0036,60,white tape roll,2,0.2536364793777466,white tape roll,636.8790893554688,44.213470458984375,1165.072998046875,700.1124267578125
Cosmos2.5_0036,60,white tape roll,3,0.12710562348365784,white tape roll,1131.4683837890625,647.2149658203125,1242.8516845703125,701.8011474609375
Cosmos2.5_0036,60,white tape roll,4,0.12362492829561234,white tape roll,646.2117309570312,156.0152130126953,746.3810424804688,274.69647216796875
Cosmos2.5_0036,60,white tape roll,5,0.12341034412384033,white tape roll,488.6865539550781,146.51852416992188,503.9892883300781,188.80294799804688
Cosmos2.5_0036,60,white tape roll,6,0.10041840374469757,tape,634.1364135742188,155.40301513671875,742.8621215820312,417.27044677734375
Cosmos2.5_0036,63,white tape roll,1,0.6875145435333252,white tape roll,638.4431762695312,329.1279296875,735.8107299804688,416.4483642578125
Cosmos2.5_0036,63,white tape roll,2,0.25991079211235046,white tape roll,635.3873291015625,44.391265869140625,1164.6824951171875,700.2054443359375
Cosmos2.5_0036,63,white tape roll,3,0.12338943779468536,white tape roll,1131.4197998046875,647.14697265625,1242.6051025390625,701.8232421875
Cosmos2.5_0036,63,white tape roll,4,0.10650940239429474,white tape roll,645.7826538085938,156.21641540527344,744.5750122070312,274.5412902832031
Cosmos2.5_0036,63,white tape roll,5,0.10610317438840866,white tape roll,488.50469970703125,146.71380615234375,503.9193115234375,188.92898559570312
Cosmos2.5_0036,66,white tape roll,1,0.6824526190757751,white tape roll,638.0659790039062,329.1504211425781,735.6390991210938,416.2911071777344
Cosmos2.5_0036,66,white tape roll,2,0.25562283396720886,white tape roll,638.2921142578125,44.33734130859375,1164.481201171875,700.1560668945312
Cosmos2.5_0036,66,white tape roll,3,0.15670263767242432,white tape roll,645.8117065429688,156.76095581054688,744.5798950195312,274.6867370605469
Cosmos2.5_0036,66,white tape roll,4,0.12087789922952652,white tape roll,1131.52880859375,647.2384033203125,1242.739013671875,701.786865234375
Cosmos2.5_0036,66,white tape roll,5,0.11577781289815903,white tape roll,488.6251525878906,146.6942138671875,503.9346008300781,188.69259643554688
Cosmos2.5_0036,66,white tape roll,6,0.10194501280784607,white tape roll,634.1903686523438,155.93589782714844,741.2504272460938,416.9736328125
Cosmos2.5_0036,69,white tape roll,1,0.6770676374435425,white tape roll,638.0299072265625,329.1446533203125,735.5582275390625,416.4044189453125
Cosmos2.5_0036,69,white tape roll,2,0.24703514575958252,white tape roll,638.18994140625,44.2767333984375,1164.74560546875,700.11279296875
Cosmos2.5_0036,69,white tape roll,3,0.1369073987007141,white tape roll,645.8512573242188,156.96768188476562,744.0390014648438,274.560791015625
Cosmos2.5_0036,69,white tape roll,4,0.12496049702167511,white tape roll,1131.5626220703125,647.2537841796875,1242.7408447265625,701.795654296875
Cosmos2.5_0036,69,white tape roll,5,0.10278711467981339,white tape roll,488.6905212402344,146.54151916503906,503.9690856933594,188.87513732910156
Cosmos2.5_0036,72,white tape roll,1,0.6965875029563904,white tape roll,637.7699584960938,329.3694763183594,735.1268920898438,416.1940612792969
Cosmos2.5_0036,72,white tape roll,2,0.24379509687423706,white tape roll,636.7979125976562,44.170501708984375,1164.858642578125,700.21435546875
Cosmos2.5_0036,72,white tape roll,3,0.12211015075445175,white tape roll,1131.470458984375,647.3969116210938,1242.8916015625,701.7846069335938
Cosmos2.5_0036,72,white tape roll,4,0.11424937844276428,white tape roll,645.7911376953125,156.90219116210938,744.7666015625,274.0578308105469
Cosmos2.5_0036,75,white tape roll,1,0.6996020078659058,white tape roll,635.0948486328125,329.21307373046875,732.3070068359375,415.42803955078125
Cosmos2.5_0036,75,white tape roll,2,0.24347636103630066,white tape roll,635.0376586914062,44.357147216796875,1164.90673828125,700.240966796875
Cosmos2.5_0036,75,white tape roll,3,0.12914644181728363,white tape roll,1131.443359375,647.4317626953125,1242.912841796875,701.8177490234375
Cosmos2.5_0036,75,white tape roll,4,0.1166238784790039,white tape roll,645.4217529296875,156.3783721923828,743.6429443359375,274.4126892089844
Cosmos2.5_0036,75,white tape roll,5,0.1002429649233818,tape,488.94921875,146.5225372314453,503.82965087890625,188.7029571533203
Cosmos2.5_0036,78,white tape roll,1,0.6959450244903564,white tape roll,634.6878662109375,329.41162109375,731.9461669921875,415.48297119140625
Cosmos2.5_0036,78,white tape roll,2,0.24328234791755676,white tape roll,635.8463745117188,44.276947021484375,1164.50830078125,700.119873046875
Cosmos2.5_0036,78,white tape roll,3,0.13157129287719727,white tape roll,1131.373046875,647.2890014648438,1243.1953125,701.8084106445312
Cosmos2.5_0036,78,white tape roll,4,0.11011045426130295,white tape roll,645.24609375,156.37493896484375,744.339599609375,274.7473449707031
Cosmos2.5_0036,81,white tape roll,1,0.6951761841773987,white tape roll,634.2006225585938,329.4021301269531,731.6613159179688,415.4427795410156
Cosmos2.5_0036,81,white tape roll,2,0.24267081916332245,white tape roll,637.2564086914062,44.163665771484375,1164.572265625,700.00732421875
Cosmos2.5_0036,81,white tape roll,3,0.135438933968544,white tape roll,1131.4417724609375,646.9976196289062,1243.0592041015625,701.7955932617188
Cosmos2.5_0036,81,white tape roll,4,0.1027558296918869,white tape roll,489.1561279296875,146.35997009277344,503.9453125,189.1156463623047
Cosmos2.5_0036,84,white tape roll,1,0.7005628943443298,white tape roll,634.2332153320312,329.3613586425781,731.4227905273438,415.4113464355469
Cosmos2.5_0036,84,white tape roll,2,0.2375974804162979,white tape roll,642.2473754882812,43.691070556640625,1163.98828125,700.2239990234375
Cosmos2.5_0036,84,white tape roll,3,0.1648767590522766,white tape roll,648.5442504882812,155.02468872070312,741.7280883789062,272.07550048828125
Cosmos2.5_0036,84,white tape roll,4,0.1253081113100052,white tape roll,1131.6070556640625,646.9983520507812,1243.0638427734375,701.7827758789062
Cosmos2.5_0036,84,white tape roll,5,0.10560718923807144,white tape roll,631.5794067382812,154.2002410888672,740.5087280273438,416.1558837890625
Cosmos2.5_0036,84,white tape roll,6,0.1030106171965599,white tape roll,489.1280212402344,146.29246520996094,503.8687438964844,189.3300323486328
Cosmos2.5_0036,87,white tape roll,1,0.7376825213432312,white tape roll,633.747802734375,329.1593933105469,731.8575439453125,415.4567565917969
Cosmos2.5_0036,87,white tape roll,2,0.20410436391830444,white tape roll,647.256591796875,44.162689208984375,1164.511474609375,700.2303466796875
Cosmos2.5_0036,87,white tape roll,3,0.20205649733543396,white tape roll,652.7650146484375,153.70533752441406,751.9654541015625,270.196044921875
Cosmos2.5_0036,87,white tape roll,4,0.11709990352392197,white tape roll,1131.1383056640625,646.9754638671875,1242.9117431640625,701.72705078125
Cosmos2.5_0036,87,white tape roll,5,0.10485896468162537,white tape roll,488.286865234375,146.6868896484375,503.7938232421875,188.6141357421875
Cosmos2.5_0036,90,white tape roll,1,0.7074418067932129,white tape roll,635.3631591796875,328.01654052734375,733.41748046875,414.6446533203125
Cosmos2.5_0036,90,white tape roll,2,0.2289617955684662,white tape roll,652.4381103515625,45.8634033203125,1166.8795166015625,700.2506713867188
Cosmos2.5_0036,90,white tape roll,3,0.16216938197612762,white tape roll,657.0517578125,154.1267547607422,756.85205078125,267.95330810546875
Cosmos2.5_0036,90,white tape roll,4,0.11711356788873672,white tape roll,1131.6707763671875,647.0192260742188,1242.7735595703125,701.7103881835938
Cosmos2.5_0036,90,white tape roll,5,0.11144861578941345,white tape roll,632.0977783203125,152.97125244140625,755.1036376953125,415.62542724609375
Cosmos2.5_0036,90,white tape roll,6,0.10227931290864944,white tape roll,1131.073486328125,378.2618408203125,1165.7939453125,453.9453125
Cosmos2.5_0036,92,white tape roll,1,0.7377153635025024,white tape roll,635.3018798828125,327.72540283203125,732.9766845703125,414.04107666015625
Cosmos2.5_0036,92,white tape roll,2,0.21177397668361664,white tape roll,650.9429321289062,46.504119873046875,1167.498779296875,700.3614501953125
Cosmos2.5_0036,92,white tape roll,3,0.12656457722187042,white tape roll,657.2763671875,154.74851989746094,756.410888671875,268.0054931640625
Cosmos2.5_0036,92,white tape roll,4,0.11930519342422485,white tape roll,1131.659912109375,646.9902954101562,1242.682373046875,701.6863403320312
Cosmos2.5_0036,92,white tape roll,5,0.10500238835811615,white tape roll,632.4429321289062,153.7427978515625,753.7595825195312,414.9505615234375
Cosmos2.5_0057,0,yellow cube,1,0.7040800452232361,yellow cube,772.5079345703125,386.07928466796875,802.0,420.43499755859375
Cosmos2.5_0057,0,yellow cube,2,0.1310207098722458,yellow cube,954.5044555664062,457.4346923828125,1119.40625,585.5101318359375
Cosmos2.5_0057,0,yellow cube,3,0.12288057804107666,yellow cube,966.4276123046875,458.2775573730469,994.5257568359375,522.0714721679688
Cosmos2.5_0057,0,yellow cube,4,0.11037831753492355,yellow cube,953.651611328125,457.4398498535156,995.704345703125,552.9052734375
Cosmos2.5_0057,0,yellow cube,5,0.10067988932132721,yellow cube,1069.2933349609375,535.8866577148438,1120.0787353515625,585.1860961914062
Cosmos2.5_0057,3,yellow cube,1,0.6480932235717773,yellow cube,772.4306640625,386.03021240234375,802.05419921875,420.0875244140625
Cosmos2.5_0057,3,yellow cube,2,0.1539085954427719,yellow cube,1070.1793212890625,532.8341674804688,1121.2149658203125,583.1076049804688
Cosmos2.5_0057,3,yellow cube,3,0.1520441323518753,yellow cube,686.3115844726562,27.34161376953125,1276.405029296875,699.0327758789062
Cosmos2.5_0057,3,yellow cube,4,0.1122952401638031,yellow cube,311.69903564453125,216.91815185546875,620.4730834960938,421.83148193359375
Cosmos2.5_0057,3,yellow cube,5,0.10816246271133423,yellow cube,961.7672729492188,458.13238525390625,1121.816162109375,583.4033813476562
Cosmos2.5_0057,3,yellow cube,6,0.10181532055139542,yellow,2.818756103515625,225.5908660888672,985.160888671875,700.342529296875
Cosmos2.5_0057,6,yellow cube,1,0.6168983578681946,yellow cube,772.536376953125,386.6329040527344,801.720703125,420.1419982910156
Cosmos2.5_0057,6,yellow cube,2,0.18475091457366943,yellow cube,1069.8887939453125,535.1802368164062,1121.9576416015625,584.0387573242188
Cosmos2.5_0057,6,yellow cube,3,0.17700780928134918,yellow cube,715.9952392578125,50.0845947265625,1240.44091796875,699.78076171875
Cosmos2.5_0057,6,yellow cube,4,0.12385386228561401,yellow cube,312.34295654296875,216.75848388671875,620.7180786132812,421.84881591796875
Cosmos2.5_0057,6,yellow cube,5,0.11015728116035461,yellow cube,894.3067016601562,637.7484130859375,1029.8720703125,702.4820556640625
Cosmos2.5_0057,6,yellow cube,6,0.10627547651529312,yellow cube,960.647216796875,458.6810302734375,1122.826416015625,584.4459228515625
Cosmos2.5_0057,9,yellow cube,1,0.5368079543113708,yellow cube,769.20751953125,389.000244140625,801.18359375,421.18218994140625
Cosmos2.5_0057,9,yellow cube,2,0.23777955770492554,yellow cube,733.5728149414062,61.245086669921875,1210.274658203125,700.040771484375
Cosmos2.5_0057,9,yellow cube,3,0.19733920693397522,yellow cube,1069.27978515625,535.947021484375,1121.37548828125,583.9478759765625
Cosmos2.5_0057,9,yellow cube,4,0.178269624710083,yellow cube,740.5662841796875,343.52978515625,826.6241455078125,422.20831298828125
Cosmos2.5_0057,9,yellow cube,5,0.14568045735359192,yellow cube,312.0159606933594,217.17515563964844,620.595703125,422.20404052734375
Cosmos2.5_0057,9,yellow cube,6,0.14502955973148346,yellow cube,894.1445922851562,637.9652709960938,1029.927734375,702.5475463867188
Cosmos2.5_0057,9,yellow cube,7,0.13549238443374634,yellow cube,961.96044921875,458.4855651855469,1121.8935546875,584.3616943359375
Cosmos2.5_0057,12,yellow cube,1,0.5219762325286865,yellow cube,764.217041015625,392.2640075683594,794.150390625,424.1642150878906
Cosmos2.5_0057,12,yellow cube,2,0.24031470715999603,yellow cube,734.1944580078125,65.40313720703125,1208.1260986328125,700.4297485351562
Cosmos2.5_0057,12,yellow cube,3,0.21576067805290222,yellow cube,1069.561279296875,538.9888305664062,1120.035400390625,583.7638549804688
Cosmos2.5_0057,12,yellow cube,4,0.1617065966129303,yellow cube,311.60101318359375,217.27862548828125,620.5699462890625,422.24639892578125
Cosmos2.5_0057,12,yellow cube,5,0.15849733352661133,yellow cube,963.23681640625,458.849365234375,1120.475830078125,583.9093017578125
Cosmos2.5_0057,12,yellow cube,6,0.13673242926597595,yellow cube,893.9744873046875,638.2496337890625,1029.4881591796875,702.5452880859375
Cosmos2.5_0057,12,yellow cube,7,0.10657212883234024,yellow cube,735.7094116210938,316.61993408203125,845.2295532226562,425.2066650390625
Cosmos2.5_0057,15,yellow cube,1,0.5354510545730591,yellow cube,742.46630859375,344.9500732421875,772.288818359375,375.71771240234375
Cosmos2.5_0057,15,yellow cube,2,0.25432702898979187,yellow cube,715.448486328125,27.492279052734375,1271.315185546875,700.0364990234375
Cosmos2.5_0057,15,yellow cube,3,0.172234445810318,yellow cube,1069.2828369140625,537.0751953125,1119.9610595703125,583.8114013671875
